station_train_code,train_no
D2509,27000D250907
D2512,4f000D25120H
D2513,27000D25130H
D2514,4f000D25140D
D2515,27000D251513
D2516,4f000D25160D
D2518,4f000D25180H
D2519,27000D25190D
D2520,4f000D25200G
D2521,27000D25212F
D2523,27000D252307
D2524,4f000D25240E
D2525,27000D252510
D2527,27000D25271F
D2528,4f000D25280J
D2529,27000D25292B
D2531,27000D253140
D2532,4f000D253201
D2533,27000D25331C
D2534,4f000D25340D
D2536,4f000D25360F
D2537,27000D253704
D2538,4f000D25380B
D2540,4f000D25400A
D2561,27000D256110
D2562,4f000D256200
D2563,27000D25630B
D2564,4g000D25640E
D2565,27000D25650C
D2566,8d000D256608
D2567,27000D256709
D2568,8d000D25680B
D2571,27000D257108
D2572,4g000D25720A
D2581,28000D258109
D2582,4g000D258201
D2583,27000D258302
D2584,4f000D258408
D2647,4f000D264705
D2648,8d000D264802
D2649,4f000D264903
D2650,88000D265002
D2651,4f000D26510D
D2652,8d000D265204
D2653,4f000D26530B
D2654,8d000D265404
D2655,4f000D265509
D2656,8d000D265610
D2657,4f000D26570A
D2658,8d000D265806
D2659,4f000D265908
D2660,88000D266002
D2661,4f000D26610B
D2662,8d000D266203
D2663,4f000D26630B
D2664,8d000D266404
D2665,4f000D26650I
D2666,8d000D266602
D2670,88000D267002
D2671,4f000D26710G
D2674,8d000D267410
D2675,4f000D267509
D2676,8d000D267601
D2681,4f000D268109
D2682,8d000D268220
D2684,8d000D268410
D2685,4f000D268520
D2687,4f000D26870I
D2688,88000D26880B
D2689,4f000D26890F
D2690,8d000D269001
D2691,4f000D269108
D2693,4f000D26930F
D2694,88000D269406
D2695,4f000D26950A
D2696,8d000D269620
D2697,4f000D26970E
D2698,88000D269805
D27,2500000D2705
D2701,4f000D27010C
D2703,8d000D270380
D2706,93000D27060A
D2708,93000D27080D
D2717,4f000D271700
D2718,93000D271800
D2719,4f000D271904
D2721,4f000D272108
D2722,88000D272208
D2723,4f000D272301
D2724,88000D272405
D2726,88000D272604
D2727,4f000D272700
D2728,8d000D272800
D2731,4f000D273100
D2732,88000D273210
D2735,4f000D273507
D2736,88000D273608
D2737,4f000D273709
D2739,8b000D273910
D2741,8d000D274109
D2742,8d000D274201
D2743,8d000D274340
D2749,8d000D274940
D2750,8d000D275030
D2751,8d000D275102
D2756,8d000D275601
D2757,8d000D275703
D2759,8b000D275920
D2760,8d000D276010
D2763,87000D276301
D2764,88000D276401
D2765,88000D276801
D2767,87000D276701
D2773,27000D277305
D2775,38000D277502
D2778,4p000D277804
D2780,33000D278003
D2783,38000D278304
D2784,33000D278420
D2785,27000D278504
D2787,38000D278706
D2792,27000D279220
D2794,33000D279420
D28,0h00000D280S
D2803,78000D28030D
D2804,6c000D28040I
D2806,6c000D28060J
D2807,78000D28070L
D2809,71000D280900
D2811,78000D28110K
D2812,6e000D281207
D2815,76000D281504
D2818,6c000D28180H
D2819,78000D28190C
D2820,6c000D28200B
D2823,78000D28230D
D2825,78000D28250F
D2830,6c000D28300H
D2831,77000D283109
D2834,6c000D28340K
D2837,78000D283708
D2838,6c000D28380H
D2840,6c000D28400B
D2841,78000D284109
D2842,6c000D28420F
D2844,6c000D28440H
D2846,6c000D284607
D2848,78000D284802
D2871,5l000D287120
D2872,49000D287205
D2874,59000D287403
D2876,49000D287606
D2879,78000D28790I
D2880,6c000D288004
D2881,48000D288150
D2882,39000D288205
D2895,49000D289505
D2896,59000D289604
D2905,49000D290502
D2906,55000D290602
D2911,71000D291100
D2912,6c000D291200
D2914,5l000D291403
D2916,49000D291604
D2917,71000D291700
D2918,6c000D291801
D2919,71000D291900
D2920,6c000D292001
D2921,49000D292102
D2922,55000D292202
D2924,5l000D292412
D2926,49000D292604
D2928,5l000D292802
D2930,49000D293002
D2935,71000D293501
D2936,6c000D293608
D2944,6c000D294409
D2946,71000D294609
D2947,71000D294701
D2948,6c000D294808
D2952,6c000D295209
D2954,71000D295405
D2956,6c000D295607
D2958,71000D295808
D2960,6c000D29600A
D2961,71000D296106
D2962,6c000D29620A
D2965,71000D29650C
D2966,6c000D29660C
D2967,71000D296705
D2968,6c000D296804
D2970,6c000D29700B
D2972,6c000D29720D
D2975,71000D29750B
D2976,6c000D29760A
D2979,71000D29790G
D2981,71000D298120
D2984,6c000D298406
D2985,71000D298505
D2987,71000D298708
D2991,71000D299100
D2992,6e000D299200
D3006,5l000D300605
D3008,42000D30080R
D3010,5l000D301002
D3012,39000D30120Q
D3014,5l000D3014B2
D3016,39000D30160L
D3021,39000D302430
D3022,55000D302210
D3026,5l000D302602
D3028,39000D30280I
D3032,5l000D3032E0
D3034,42000D30340A
D3042,5l000D304280
D3044,4e000D304400
D3046,5l000D3046C1
D3048,39000D30480M
D3056,55000D305600
D3058,76000D305809
D3060,55000D306013
D3062,39000D30620Q
D3064,5l000D306460
D3066,39000D30660K
D3068,55000D306811
D3070,39000D30700K
D3072,5l000D307290
D3074,77000D307406
D3076,56000D307601
D3078,76000D307803
D3081,5l000D308191
D3082,42000D30820J
D3083,5l000D308304
D3084,42000D30840E
D3085,5i000D308570
D3086,39000D30860G
D3087,5i000D308770
D3088,39000D30880P
D3090,5l000D309092
D3092,39000D30920G
D315,270000D31503
D317,380000D31703
D3101,5l000D310103
D3102,58000D31020Z
D3103,5l000D310303
D3104,5n000D31040M
D3107,5l000D3107K0
D3108,6i000D31080R
D3109,5j000D310970
D3110,58000D31100G
D3111,56000D311103
D3112,6i000D31120L
D3121,65000D312102
D3123,56000D312301
D3125,5f000D312501
D3126,6i000D31260J
D3131,5l000D3131B0
D3133,5c000D31330Q
D3135,5l000D313520
D3137,57000D31370P
D3141,54000D314105
D3143,5c000D31430X
D3145,5l000D3145D0
D3147,5u000D314701
D3152,5f000D315232
D3154,39000D315407
