id,station,longitude,latitude
122,蚌埠,117.38495159093392,32.94960097779598
123,巴楚,78.55624838002552,39.84127837892414
124,白城,122.87014129808544,45.62346549114536
125,北辰,117.28417590594144,39.276433298214926
126,宝坻北,117.3422497402116,39.72159685256335
127,八达岭长城,116.01767401150032,40.36542104765129
128,保定东,115.60740944102162,38.86958672771328
129,北戴河,119.42645641325625,39.85749004778257
130,保定,115.48644020748704,38.86917658994128
131,巴东,110.0312763522868,40.576177036923816
132,八方山,113.08755916595524,28.251818487944465
133,北海,109.13459703163478,21.4587550102773
134,滨海,117.69125885796494,39.01086808058257
135,滨海北,117.76893174219067,39.242654286164694
136,滨海西,117.618319594624,39.08678264017124
137,毕节,105.42580798908942,27.267424985021176
138,宝鸡,107.15980236589434,34.37955371265617
139,白涧,115.29610148687766,39.65256200599633
140,宝鸡南,107.23910684241788,34.34006263495545
141,北京丰台,116.30799548282856,39.85773742226655
142,白奎堡,127.01107817356694,46.37723977154243
143,博克图,121.92643659542443,48.76013494323757
144,博乐,82.12021701117435,44.90826081807397
145,巴林,122.33961697576062,48.3207149005633
146,勃利,130.5657287715136,45.761998842759965
147,白马井,109.26058222343434,19.664675285738415
148,八面通,130.54840585773067,44.933234359740226
149,北票,120.7957479936432,41.7740658799924
150,宝清,132.20817798969043,46.359583147672566
151,宝泉岭,130.5291149168933,47.43610606392469
152,百色,106.67061652369776,23.891658926878897
153,白山市,126.46508054852984,41.958732433590114
154,包头东,110.0312763522868,40.576177036923816
155,包头,109.84325436158764,40.61137829284356
156,北屯市,87.76725343370275,47.329779219209385
157,宾西北,127.1566720272336,45.798181892577105
158,本溪,124.12758486914475,41.30790288135311
159,步行街,104.04726252640512,30.446494924426258
160,宾阳,109.1003518289947,23.221837075166412
161,白云鄂博,109.96439247655807,41.77881640503953
162,白云北,106.6691500399532,26.708919972120103
163,白云机场北,113.31211596031542,23.402617997889337
164,白洋淀,115.88141639468122,39.07486376487982
165,背荫河,127.0041642753788,45.17571668644956
166,百宜,106.93970738478016,26.82859462753824
167,巴彦高勒,107.02810386117912,40.339385934883175
168,鲅鱼圈,122.1011742743066,40.19371711271427
169,白银西,104.10539070815862,36.556121757231786
170,白云西,106.61935337232954,26.705759366140843
171,彬州东,108.13148524281044,35.041869462551375
172,巴中,106.77186410089948,31.880359505005405
173,滨州,118.02403397820304,37.45930997947868
174,亳州,115.80372845090258,33.854213965622385
175,宾州,127.46477303070886,45.78057590277412
176,亳州南,115.8052250278822,33.801005064177545
177,查布嘎,120.07603702752884,43.86414612324908
178,赤壁,113.93658417435864,29.72740022767462
179,长白山,128.13493284576992,42.46849518778567
180,常德,111.70148580181092,29.076683116615676
181,承德,118.1804557369944,40.77436719493557
182,承德南,117.9714540007708,40.891052949095176
183,曹妃甸东,118.59732096652988,39.22352311778064
184,赤峰,118.90858912573977,42.28222156964526
185,曹妃甸港,118.47213257167606,39.079293963902536
186,赤峰南,118.96631001577504,42.26276291666581
187,嵯岗,118.10608429542935,49.2630366643296
188,长葛北,113.74191249184692,34.25630284809384
189,柴沟堡,114.42217814437372,40.67575677790782
190,城固,107.32939292413975,33.14348067863778
191,成高子,126.84242607508672,45.70622915769401
192,草海,104.26122756870346,26.88534161527427
193,巢湖东,117.93183836845856,31.623734247500927
194,柴河,129.6936618768481,44.77359530097061
195,巢湖,117.89749138779293,31.620276897460904
196,从江,109.12190900529384,25.915483675130204
197,蔡家崖,111.02857503963378,38.50011809442433
198,长乐东,119.56378512100189,25.862320056888173
199,长乐,119.49187235139097,25.93040853052099
200,长临河,117.48938355901308,31.704361301634105
201,慈利,111.12557944463778,29.42336897184537
202,崇礼,115.3242475481234,41.01381569968821
203,昌黎,119.17427950913714,39.710775965720075
204,长流,110.2130070875181,19.99776594722156
205,长乐南,119.60247900201756,25.759652000069416
206,晨明,129.49636999242162,46.98161806475808
207,苍南,120.4184232812131,27.533644363669616
208,昌平北,116.23778913434062,40.23723084047673
209,常平东,114.04716225887,22.968233204348145
210,昌平,116.23761791731044,40.22641337159427
211,长庆桥,107.75944689551164,35.32019708645913
212,长寿北,107.08174041309152,29.88659487896409
213,潮汕,116.59477905213312,23.545377971296716
214,察素齐,111.13207995642668,40.71146221504912
215,朝天,106.0786059862902,32.711097097483766
216,长汀南,116.36381159033364,25.77216211814876
217,昌图,124.12417570990384,42.7846323105861
218,昌图西,124.0729837941456,42.78412075032728
219,苍溪,105.92264990907525,31.765874158240347
220,辰溪,110.26188627505844,27.884566124349263
221,楚雄,101.55069902888484,25.088642042381657
222,曹县,115.58858760499324,34.83187860792462
223,城西,110.33839695400285,20.001949943461533
224,长兴南,119.91110714776082,30.995851889232583
225,潮阳,116.42812927669075,23.387056196077175
226,朝阳湖,103.4522235193069,30.173562917661876
227,滁州北,118.33420207248538,32.314445146897356
228,常州北,119.96207080408894,31.85973384196205
229,长治北,113.1323122219236,36.31382481725321
230,长治东,113.17179526434256,36.23734660087921
231,长征,104.85470506286266,36.72932800399414
232,池州,117.5289293929872,30.625226818065222
233,滁州,118.32677452320668,32.20491844638649
234,郴州,113.0393955279176,25.81497014681251
235,沧州,116.88441549128254,38.31558890609769
236,常州,119.97970849379404,31.7914081793179
237,长治,113.0770520601718,36.19456466725786
238,崇州,103.68913300263952,30.616246886740836
239,崇左南,107.38709394906174,22.38945551351944
240,郴州西,112.97657046599538,25.741648572364717
241,沧州西,116.77462369354753,38.312951973733085
242,大安北,124.2450605828399,45.52280061403134
243,东安东,111.34443002273936,26.384415658153035
244,定边,107.5829901391007,37.56729012922664
245,东岔,106.54668172650798,34.44864198198419
246,丹东,124.39408184105952,40.129457740982275
247,东方,108.697838647064,19.094813357023263
248,丹凤,110.36089141340192,33.685564270119734
249,大丰,113.16313813208176,27.885447977443217
250,东方红,133.09067943117574,46.206690818002095
251,大方南,105.57497781728,27.12295684351667
252,东风南,130.41056077772154,46.828385151991114
253,东港北,124.13756998404092,39.91633304376757
254,东莞东,114.04564376323644,22.973032576101108
255,东莞南,114.07674202201498,22.85112098625984
256,大孤山,123.59164987307554,39.941755777890044
257,东莞,113.86522008975302,23.095002662942765
258,东莞西,113.63266199838756,23.015036999009205
259,大虎山,122.1548311403842,41.61875466837435
260,敦化,128.2527265693267,43.385999251944256
261,敦煌,94.79078595651768,40.17430208579064
262,德惠,125.72380638746232,44.539652697947005
263,德惠西,125.68316695636038,44.55143561041814
264,东京城,129.23164969882268,44.1243382103708
265,垫江,107.38512694204807,30.313043107729985
266,道滘,113.66663492462764,22.9992999987037
267,洞井,113.02085504118108,28.101844022815484
268,都江堰,103.64463732564433,30.98271214476934
269,洞口,110.6234929596726,27.10120099807359
270,大连北,121.6140091826796,39.02249351246373
271,德令哈,97.3911088501482,37.321127677461426
272,达连河,129.4714764196206,46.15492978551135
273,大荔,109.9328052700802,34.840400338232
274,大理,100.25659202688853,25.594997986634187
275,大连,121.63926629972032,38.92805032863221
276,大明湖,117.03529713050222,36.68725857289334
277,得莫利,129.04006412048437,45.88381574472023
278,定南,115.01220629842638,24.77999625741753
279,定南南,115.03726749502712,24.74961257225452
280,大庆东,125.13099651578158,46.53986066567955
281,大庆,125.01816197762244,46.60453128610953
282,对青山,126.35119076119094,45.93775840620893
283,大庆西,124.8918194398486,46.66198106764476
284,独山,107.55496398270844,25.8702582036309
285,砀山南,116.31014072621691,34.392623270164265
286,大石桥,122.51016028655296,40.649938067268245
287,东胜西,109.88235804958975,39.730115475097584
288,大同南,113.37168090642034,40.05217422909405
289,大同,113.3607916470284,40.10062085657301
290,大通西,101.6799334922198,36.971736674960496
291,党武,106.61389544771382,26.410058314048097
292,定西北,104.59315496956076,35.61176036507525
293,大兴机场,116.42190699946286,39.51876307014573
294,定西,104.6313730181606,35.598674886025655
295,东乡,116.63288598032877,28.23306219222251
296,大兴,123.75731949771684,46.88237917094578
297,德阳,104.39636524759258,31.172484763319943
298,当阳,111.81889093239084,30.85367406080724
299,丹阳,119.59940968834772,32.007601233707504
300,大冶北,115.00738870105673,30.127583134400837
301,大英东,105.28680025384486,30.573441273552657
302,都匀东,107.59216155623665,26.17269705704331
303,大邑,103.5417889803487,30.56611086627952
304,大杨树,124.61657126548444,49.75441160735437
305,都匀,107.52133411934253,26.238467895677488
306,德州东,116.46843302657172,37.416138003130854
307,定州东,115.08128016823822,38.514932775720105
308,邓州东,112.27235196060566,32.60230208818494
309,东至,117.03477368788155,30.17845088934725
310,达州,107.45949199589444,31.20379024160185
311,德州,116.29492980884702,37.455516503432335
312,定州,114.98035599334494,38.53715577350476
313,邓州,112.0770096783057,32.68979397423849
314,鄂尔多斯,107.98984168762482,39.09980800373201
315,二连,111.99568338557086,43.66327377631037
316,峨眉,103.5282765677502,29.590241281254627
317,峨眉山,103.47321233089492,29.582157582462155
318,恩施,109.49065453704983,30.353969494892713
319,鄂州,114.87343023933953,30.36811238563339
320,防城港北,108.38360742723326,21.719966796297015
321,福鼎,120.19579155556016,27.288019101898065
322,肥东,117.49215797558064,31.868440991350273
323,丰都,107.69662460565196,29.85131703232489
324,福海,87.46902741286817,47.128409942670025
325,凤凰机场,109.41528175085088,18.314964016737996
326,凤凰城,124.06488413268436,40.45615802653223
327,汾河,112.54663966671684,37.95427740376772
328,富锦,132.05337946895463,47.24342720411277
329,涪陵北,107.2842633004186,29.776429101698685
330,风陵渡,110.31707602316943,34.637521022312505
331,涪陵,107.34038718289972,29.7049183019926
332,富拉尔基,123.65499270859966,47.21613801640761
333,福利区,103.6366668405154,36.10125449646787
334,阜宁东,119.94563010647587,33.80463114884679
335,富宁,105.59154625393111,23.680037164841067
336,福清,119.3918217609875,25.68180222444854
337,福泉,107.5437269892573,26.629837952086127
338,芙蓉南,113.16216343853424,28.18055525970768
339,抚顺北,123.92159012078524,41.887037475382286
340,富顺,105.04536428709,29.215128547098143
341,佛山,113.1104910191758,23.053022284167355
342,佛山西,113.04042265043738,23.085656384212125
343,福田,114.0638357074352,22.543884402014253
344,凤县,106.51301952413256,33.91036231640009
345,阜新,121.6654200154906,42.06346486096851
346,肥西,117.14963399479552,31.722690932412743
347,阜新南,121.64459127512238,41.993086169375154
348,阜阳,115.8748396625307,32.92030702519309
349,富阳,119.99839199077388,30.007128267800937
350,扶余北,126.01120889516636,45.014025752227234
351,分宜,114.66995576195151,27.810711175304984
352,富蕴,89.51466399139646,46.94237002614855
353,富源,104.27617025204314,25.688004084906183
354,抚远,134.40880272124764,48.351474872288144
355,富裕,124.46689856581916,47.802939578800725
356,阜阳西,115.75867699228836,32.88884412002768
357,丰镇,113.16994771940018,40.44120546988676
358,凤州,106.66137970961628,33.97604707043428
359,抚州,116.36020983439258,27.925228091417917
360,方正,128.81622129926794,45.873389868249085
361,广安南,106.59878703930876,30.457071397397375
362,广安,106.64853115607652,30.47976810014172
363,高安,115.39182373901798,28.476213865584025
364,贵安,106.61362227300832,26.405285889927576
365,古北口,117.14831088060988,40.69834489516381
366,藁城南,114.86081704184336,37.99215305784976
367,格尔木,94.91348406883677,36.38889663838483
368,贵港,109.61990496629012,23.10656799687821
369,甘谷,105.33923874815927,34.76921496254915
370,古交,112.17041305980834,37.92411289990483
371,皋兰,103.94942870212728,36.34338863319713
372,桂林北,110.48492125005468,24.72498154945324
373,高楞,129.28122896684982,45.9943305888534
374,桂林,110.48492125005468,24.72498154945324
375,广南县,105.05983095834011,24.040681388700012
376,桂平,110.12337529089297,23.323292765411168
377,共青城,115.78136817413598,29.248951921703693
378,固始,115.67576896321158,31.921127007676013
379,广水,114.04413237897698,31.639114100658688
380,谷山,112.91413697544482,28.23606601714393
381,观沙岭,113.08755916595524,28.251818487944465
382,干塘,104.53098019097646,37.46140239187984
383,广通北,101.77171039105944,25.17050951244924
384,古田会址,116.77863236622194,25.191544120119634
385,高兴,106.74198196811008,30.28231107754194
386,高邑,114.60400730671763,37.61143895063893
387,巩义,112.98802046209458,34.76609828114453
388,巩义南,112.922494015822,34.67721597756694
389,固原,106.311806994986,36.02728389825468
390,广元,105.82796096255728,32.45643212710518
391,赣榆,119.11856902683316,34.885065946140536
392,高邑西,114.5371744547419,37.6354964253159
393,赣州,114.97096096027155,25.82547996570649
394,公主岭,124.81762471443398,43.515392076906515
395,公主岭南,124.82091394988932,43.48024619849038
396,冠豸山,116.7279758405644,25.74514616657207
397,盖州西,122.28049330156398,40.410852194235765
398,赣州西,114.82322590564104,25.82601584704401
399,淮安东,119.19479402223794,33.57424708365585
400,淮安,119.14746320322271,33.508999838207515
401,红安西,114.63822996190072,31.01012787415476
402,淮北,116.80954100838149,33.9727212060477
403,鹤北,130.327359092573,46.80568999085779
404,淮滨,115.41938798930576,32.50709164800326
405,湖潮东,106.52065143517048,26.43787264484774
406,韩城,110.44815918861028,35.49042169499916
407,合川,106.28430077824268,29.965561553464113
408,珲春,130.40968143613028,42.90718911830234
409,潢川,115.10902038136965,32.11819216805689
410,海城,122.74879200120932,40.86946895875983
411,花城街,113.24326497520369,23.431495980731004
412,河池西,107.8525266946543,24.70157894628611
413,海城西,122.66571931273252,40.920654491317855
414,邯郸,114.48185383702928,36.60748655087627
415,河东机场,106.39290700456289,38.327765061439614
416,邯郸东,114.56573464114284,36.625652249036065
417,惠东南,114.7492468575415,22.934464634009423
418,哈达铺,104.24137520812305,34.226407956655024
419,花都,113.20896937762453,23.38305431469516
420,洪洞西,111.58769458227113,36.259462204755685
421,横道河子,103.70944899022264,36.0142744100014
422,霍尔果斯,80.46346155911698,44.16278514520513
423,鹤岗,130.2913547382412,47.346442372860295
424,黄冈东,114.99294915862824,30.51267401866852
425,红果,104.47069103389,25.720438009024008
426,红光镇,103.9505419721458,30.777562564289298
427,红河,103.37154588174572,23.402079885197992
428,黑河,127.50729270507402,50.23915870579068
429,怀化南,110.00001997830354,27.518075967937538
430,黄河景区,113.53947593161244,34.93761986518891
431,怀化,109.97380158454524,27.563801572933897
432,环江,107.8525266946543,24.70157894628611
433,河津,110.73232906380616,35.593259216727944
434,怀集,112.16611016227534,23.89823009192197
435,河口北,103.98208577903078,22.535098072397076
436,宏克力,129.8653419738644,46.52395438354777
437,河口南,103.46351935177266,36.16948990604401
438,汉口,114.2608472358009,30.625339158995697
439,呼兰,126.65313468887022,46.003723207531834
440,葫芦岛北,120.99201624926285,40.7293589909876
441,葫芦岛,120.99201624926285,40.7293589909876
442,海拉尔,119.75011480079544,49.235923226771405
443,哈拉海,125.09535930861747,44.68050638537785
444,海林,129.39409360792237,44.573454057685026
445,虎林,132.98326329219177,45.77145182465547
446,霍林郭勒,119.6759126995681,45.54102445649741
447,黄陵南,109.3966555789941,35.58633575821322
448,海伦,127.00081521277647,47.473246899974264
449,侯马,111.36512241419994,35.61930833092658
450,黄梅东,115.97916338479594,30.066324988848855
451,鲘门,115.13175629904624,22.81869535251823
452,海门,121.18838295916638,31.932069968109932
453,哈密,93.51264534639766,42.85651399838336
454,侯马西,111.29581410173036,35.607200354493685
455,淮南,117.02670501796038,32.63666512970582
456,桦南,130.58986534226133,46.25032728161163
457,淮南东,117.15657753706544,32.65222231742649
458,淮南南,117.04791203477885,32.549908129953494
459,海宁西,120.39800867655116,30.444790314091744
460,鹤庆,100.2232768399426,26.561818649362717
461,怀柔北,116.69993902260072,40.41419956777077
462,怀仁东,113.16876096799096,39.80032800354602
463,怀柔南,116.71213899956228,40.284646065784464
464,怀柔,116.65520466583152,40.32348132756709
465,华山北,110.1048778464497,34.58747005506517
466,衡水北,115.68122940308452,37.7792848601041
467,黄山北,118.27941925412198,29.821334004396096
468,华山,110.07279297871926,34.527357989365484
469,和硕,86.88493588530035,42.30981596896652
470,黑水,122.8314229831469,45.22006567410694
471,衡水,115.698200999254,37.75013599554265
472,黄石,114.94758877274911,30.160164854594143
473,黄山,118.32902601996088,29.728912260082996
474,黑山寺,116.80310464940248,40.49664717955371
475,海石湾,102.87204904297396,36.34711598104261
476,花山镇,113.2748605359124,23.432486331360533
477,花土沟,90.81314997361834,38.25721107936348
478,和田,79.91312699521448,37.163998642606515
479,会同,109.73910175318358,26.88772892999404
480,花溪大学城,106.63271773288872,26.399656512531458
481,环县,107.3812399741064,36.52294492598405
482,花溪南,106.68656306344452,26.403741608733977
483,花溪西,106.52516343455348,26.527270143457507
484,惠阳,114.4990206200752,22.79149218494193
485,衡阳,112.37755268433024,26.975294950860984
486,河源东,114.7422080910451,23.68789373786799
487,衡阳东,112.37755268433024,26.975294950860984
488,鄠邑,108.68613185282192,34.08612640780245
489,河源,114.69021380882252,23.76512438237244
490,湟源,101.2483990235369,36.68984488050677
491,惠州北,114.38464926088812,23.185349922957787
492,菏泽东,115.56791409181716,35.19075408738232
493,菏泽,115.51283466913397,35.23662754033386
494,贺州,111.54618521817788,24.460360291824017
495,华州,109.7688740365476,34.5012300387284
496,湖州,120.0302115888872,30.86879966832572
497,汉中,107.0366632754004,33.09629648409412
498,惠州,114.42292632814728,23.157221633600432
499,吉安,114.914591301403,27.044989078994433
500,吉安西,114.914591301403,27.044989078994433
501,晋城东,112.99046600901494,35.54188293194852
502,金昌,102.06973421402849,38.37674734319062
503,晋城,112.87998952282022,35.481613652755314
504,金城江,108.07200312220448,24.705361156607044
505,景德镇北,117.24766192707526,29.34529928624408
506,建德,119.4343605868974,29.579063561120023
507,鸡东,131.1578911348809,45.259532246740235
508,景德镇,117.22852496548032,29.2920470062275
509,加格达奇,124.13279440257696,50.42600043743721
510,井冈山,114.30407637701111,26.733719336012992
511,静海,116.93647876338544,38.93844386087497
512,精河南,82.92772099172876,44.61201703617334
513,金华南,119.89631958508404,29.45533475642756
514,金华,119.64233160731014,29.11706828332039
515,蛟河西,127.30662869096253,43.73480777824504
516,金华镇,106.55883830302544,26.560871172794837
517,晋江,118.46574704056776,24.800549507942915
518,九江,116.01344252798448,29.70988762551138
519,军粮城北,117.43407174469448,39.071578368630036
520,吉林,126.58358438259228,43.86475714658046
521,即墨北,120.4004474861802,36.41022512612185
522,江门,113.07809596656348,22.493469005825016
523,荆门,112.218369997764,31.057062863842493
524,剑门关,105.49199595945323,32.286797027780814
525,佳木斯,130.39041501903245,46.809604809300446
526,建宁县北,116.85250622659105,26.83682465534918
527,济宁,116.6072069448057,35.39900641431828
528,江宁,118.90506507322412,31.94260470268332
529,集宁南,113.10604765525342,41.0364881814115
530,江宁西,118.60220298748496,31.829500971663695
531,经棚,117.54413626798232,43.27874298238962
532,建平,119.56877279926884,41.38584318188731
533,酒泉南,98.54206601870727,39.70770512245919
534,酒泉,98.45865781312251,39.65095814393825
535,金山北,121.09593178150432,30.900586646548497
536,吉首东,109.736709026628,28.22462500898289
537,吉首,109.73138782411084,28.293268519780767
538,江山,118.65073078230998,28.778587425100937
539,尖山,112.89407996934686,28.242478028219235
540,建三江,132.64209889679384,47.253383599483
541,界首南,115.33163198505272,33.22887210237976
542,九台,125.84526079580284,44.15554223746126
543,九台南,125.81758921321236,44.02840576594163
544,绩溪北,118.57809875573572,30.07713315029699
545,介休东,111.9939351932179,37.05943345214717
546,介休,111.92568652192789,37.024146505974336
547,靖西,106.39726700795153,23.153161591603936
548,嘉兴,120.7697079310818,30.770486485458555
549,鸡西,130.98459901894998,45.310362193860065
550,井陉,114.14305090715813,38.041134640019955
551,进贤,116.25274608525272,28.360068782185845
552,嘉兴南,120.80633084102568,30.696764172179368
553,进贤南,115.95046017276752,28.551604186108275
554,绩溪县,118.58544384056862,30.073292199532997
555,鸡西西,130.82923717082886,45.31653828987165
556,金阳,106.59467970472568,26.653506688654044
557,巨野,116.09474332425394,35.38487413064603
558,嘉峪关,98.26089298052324,39.77091110801979
559,嘉峪关南,98.31682660191588,39.72407722187771
560,金阳南,106.59184932372578,26.60926620059551
561,简阳南,104.52543261546904,30.359483958173374
562,江油,104.7769053378989,31.787260097017892
563,锦州北,121.13333264158172,41.18651459915425
564,蓟州北,117.40487600714523,40.03277705390552
565,荆州,112.22001263921956,30.376096657332685
566,金寨,115.98212779297886,31.631425417428776
567,锦州,121.14595464247186,41.131229356461624
568,金州,121.7333026272853,39.0926846144609
569,晋州,115.03853627681804,38.026621106569024
570,蓟州,117.37582301034152,40.00136505521386
571,锦州南,121.13155363734975,41.02251473457456
572,焦作,113.24168190589948,35.22769797523713
573,焦作西,113.06884496137154,35.21328390754237
574,库车,83.02447568159747,41.7003092115915
575,库都尔,119.78486907317954,49.172732795190655
576,库尔勒,86.2029707285792,41.7535601491828
577,开封北,114.26814183586411,34.84535575993252
578,开福寺,113.29503647765983,28.118114922373497
579,开化,118.36824298427484,28.99749904849373
580,康金井,126.8235630966659,46.2021400443227
581,凯里,107.98306943945722,26.609732469717542
582,凯里南,107.894178965205,26.520496940321973
583,开鲁,121.2905699719456,43.639422100974144
584,克拉玛依,84.90121320749164,45.53462182432973
585,喀什,76.05490303324814,39.499008293282955
586,昆山,120.96346495608644,31.372020874733103
587,克山,125.85717195784191,48.02216888619931
588,昆山南,120.9572078090567,31.35929413884147
589,奎屯,81.28424240527833,43.915299436243146
590,开阳,106.98113953838454,27.046962899901096
591,开原,124.03864301178798,42.55244644031416
592,开原西,123.92555092943984,42.55543164454797
593,喀左,119.8124820061592,41.22955295191236
594,隆安东,107.71238088429176,23.140957540029785
595,六安,116.50627872753763,31.721344003759494
596,灵宝,110.90436373168316,34.5168753510307
597,来宾北,109.25057132717336,23.757199170633616
598,灵宝西,110.69544014803893,34.58351535803553
599,绿博园,113.9399997262937,34.785952064260215
600,临沧,100.11923213140317,23.93685763023858
601,隆昌北,105.29725454183767,29.471227716682083
602,乐昌东,113.4027543574284,25.1195391372977
603,陆川,110.26406996592192,22.315908533659965
604,龙川,115.24402041316873,24.1178241661402
605,利川,108.94697515934855,30.28477364984839
606,潞城,113.22877909470692,36.326382396626734
607,聊城,115.95019455921852,36.463645060626014
608,龙川西,115.18734901347948,24.08354800323146
609,两当,106.31675063969908,33.781608915926924
610,龙洞堡,106.80673100842448,26.549591004766725
611,娄底,112.01243802687024,27.745505961469004
612,娄底南,112.01994884906722,27.668986944044452
613,离堆公园,103.6304897325066,30.9993291340926
614,廊坊,116.71521668407,39.515411149162006
615,娄烦,111.85051999990552,38.080198071126325
616,廊坊北,116.71258833197837,39.518529218866355
617,陆丰,115.73989601383998,22.953469407946823
618,临汾,111.54395977004287,36.09429813109551
