station,city,longitude,latitude
乌鲁木齐南,乌鲁木齐,87.41602874517912,43.47708606579323
乌鲁木齐,乌鲁木齐,87.41602874517912,43.47708606579323
吴圩机场,南宁,108.20984100605155,22.62117496806639
西安北,西安,108.94542100098575,34.38103203103255
西安,西安,108.96904589691485,34.28522026361671
西宁,西宁,101.8217123322152,36.62625817343983
雪野,济南,117.59491954456404,36.46602067154668
银川,银川,106.18045487687544,38.498036698766015
引镇,西安,109.1138928993796,34.08282335837652
章丘南,济南,117.53256537436938,36.685532751420155
郑州东,郑州,113.78516787842446,34.765421805779596
郑州航空港,郑州,113.93893595290879,34.493154939655895
郑州,郑州,113.66613628987491,34.75239428265715
郑州西,郑州,113.43156168222383,34.75125219770954
昂昂溪,齐齐哈尔,123.82271658799641,47.16704311162602
阿城北,哈尔滨,127.02993001299946,45.59492717494824
阿城,哈尔滨,127.00378941248948,45.55687825667595
安达,绥化,125.32975613190384,46.40753117808896
安德,成都,103.81858152154389,30.880348552907915
阿尔山,兴安,119.95430656016711,47.17828346551684
安吉,湖州,119.61628399803045,30.82168583634351
安靖,成都,104.04299314980783,30.74369013484197
安家,哈尔滨,127.07421270175851,45.0587456899285
安康,安康,109.02271965113603,32.71808386844273
阿克苏,阿克苏,80.31264576569119,41.151162887709745
阿克陶,阿图什,75.98167002400545,39.172905111624395
阿拉尔,阿克苏,81.2170784378916,40.56079265902646
阿里河,呼伦贝尔,123.73676501002072,50.58660424671041
阿勒泰,阿勒泰,88.09716601360482,47.72485583482127
安陆,孝感,113.70254443253323,31.263251397609036
安陆西,孝感,113.66077098055548,31.260805887210058
安庆,安庆,117.07206998519757,30.5548889322375
安庆西,安庆,116.87044693043293,30.6783117120844
安顺,安顺,105.95027512701445,26.23596268114972
鞍山,鞍山,122.9923369978525,41.11933091334193
安顺西,安顺,105.88242799830981,26.20404700613806
鞍山西,鞍山,122.9222310799206,41.124004253337034
安亭北,上海,121.16474593611288,31.32019338346831
安亭西,上海,121.16282499961035,31.317376856046163
安阳,安阳,114.47673376511405,36.088623815857204
安阳东,安阳,114.45989898087376,36.09000745271366
北安,黑河,126.51896144230476,48.24106132198734
博白,玉林,110.00060055315446,22.237100014045495
蚌埠南,蚌埠,117.44807255471189,32.90797728957311
蚌埠,蚌埠,117.38495159093392,32.94960097779598
巴楚,喀什,78.55624838002552,39.84127837892414
白城,白城,122.87014129808544,45.62346549114536
北辰,天津,117.28417590594145,39.276433298214926
宝坻北,天津,117.3422497402116,39.72159685256335
八达岭长城,北京,116.01767401150033,40.36542104765129
保定东,保定,115.60740944102162,38.86958672771328
北戴河,秦皇岛,119.42645641325625,39.85749004778257
保定,保定,115.48644020748704,38.869176589941276
巴东,恩施,110.03127635228681,40.576177036923816
八方山,长沙,113.08755916595523,28.251818487944462
北海,北海,109.13459703163478,21.4587550102773
滨海,天津,117.69125885796494,39.01086808058257
滨海北,天津,117.76893174219069,39.242654286164694
滨海西,天津,117.61831959462401,39.08678264017124
毕节,毕节,105.42580798908942,27.267424985021176
宝鸡,宝鸡,107.15980236589434,34.37955371265617
白涧,保定,115.29610148687766,39.65256200599633
宝鸡南,宝鸡,107.23910684241787,34.34006263495545
北京丰台,北京,116.30799548282855,39.85773742226655
白奎堡,哈尔滨,127.01107817356694,46.37723977154243
博克图,呼伦贝尔,121.92643659542445,48.76013494323757
博乐,博乐,82.12021701117435,44.90826081807397
巴林,呼伦贝尔,122.33961697576062,48.3207149005633
勃利,七台河,130.5657287715136,45.761998842759965
白马井,儋州,109.26058222343434,19.664675285738415
八面通,牡丹江,130.54840585773067,44.933234359740226
北票,朝阳,120.79574799364319,41.7740658799924
宝清,双鸭山,132.20817798969043,46.359583147672566
宝泉岭,鹤岗,130.5291149168933,47.43610606392469
百色,百色,106.67061652369776,23.891658926878897
白山市,白山,126.46508054852985,41.958732433590114
包头东,包头,110.03127635228681,40.576177036923816
包头,包头,109.84325436158764,40.61137829284356
北屯市,阿勒泰,87.76725343370275,47.329779219209385
宾西北,哈尔滨,127.1566720272336,45.798181892577105
本溪,本溪,124.12758486914475,41.30790288135311
步行街,成都,104.04726252640512,30.446494924426258
宾阳,南宁,109.1003518289947,23.221837075166412
白云鄂博,包头,109.96439247655809,41.77881640503953
白云北,贵阳,106.66915003995321,26.708919972120103
白云机场北,广州,113.31211596031542,23.402617997889337
白洋淀,保定,115.88141639468122,39.07486376487982
背荫河,哈尔滨,127.00416427537881,45.17571668644956
百宜,贵阳,106.93970738478016,26.82859462753824
巴彦高勒,巴彦淖尔,107.02810386117913,40.339385934883175
