start_station_id,end_station_id,running_time,train_no
569,1107,15,K5204
791,790,15,K9663
70,392,15,G337
151,403,15,K5123
66,80,15,D8471
1198,998,15,G8127
2107,131,15,G3404
1563,1188,15,G2371
1686,1705,15,D7179
2149,1654,15,G2397
552,459,15,G2365
1264,1568,15,G8298
72,73,15,G8130
193,2095,15,G7733
1000,1586,15,D9294
1883,1921,15,K610
1331,1850,15,D3291
1873,1460,15,D7724
2124,572,15,G3144
2386,1640,15,K7252
659,63,15,G2336
1315,1003,15,G2992
2202,1444,15,K7252
555,1761,15,D7978
1889,1841,15,G3678
1731,1812,15,G2928
675,1464,15,K7321
1901,50,15,D6061
363,61,15,G2344
1496,2127,15,G7968
682,391,15,G2632
493,1465,15,K928
1816,1214,15,D5792
430,90,15,D7887
1534,1599,15,D5884
77,1534,15,D5884
1276,1631,15,D5756
1271,1307,15,G2654
299,1442,15,G8262
1605,127,15,D9278
1426,658,15,D3274
98,1800,15,D5502
2310,1957,15,K7054
1684,764,15,G302
532,593,15,D7766
1159,1567,15,D5515
466,1110,15,G2816
1926,1271,15,G454
799,205,15,D6570
908,598,15,G826
19,894,15,G2827
2033,110,15,G2795
384,678,15,D3137
2009,1168,15,D6574
243,1266,15,G440
2253,2180,15,K7714
418,728,15,D808
229,237,15,K903
8,1373,15,G2884
73,1379,15,D7631
1956,16,15,G2606
1519,997,15,K340
1118,1629,15,G3650
2349,2331,15,C61
2215,923,15,K1354
536,1574,15,G6443
1403,2265,15,T25
1968,1662,15,K1382
812,804,15,C6056
803,268,15,C6115
1080,1521,15,C2724
96,820,15,C6145
207,859,15,G7528
1305,870,15,T9532
306,2205,15,D1621
1352,2255,15,G8823
1711,1479,15,T82
2027,115,15,G7258
822,1587,15,G6975
932,1004,15,G2108
624,2169,15,K1006
319,472,15,Z25
1695,2069,15,G7301
1679,1709,15,G6967
1279,2049,15,C7660
2353,2349,15,C65
1328,601,15,G8609
1839,1313,15,C7704
16,1052,15,C2204
1194,2259,15,C9117
216,863,15,D2358
564,2408,15,S911
1092,22,15,S7994
27,708,15,C5871
419,817,15,C4723
1092,1375,15,S6989
2334,7,15,G9556
1425,1755,15,C511
588,12,15,G7065
215,390,15,D1979
1200,1658,15,C473
1946,2006,15,C495
1806,1946,15,C481
107,2234,15,T378
556,28,15,C5801
364,482,15,C5802
63,1112,15,G7037
2113,1688,15,D2254
226,724,15,C3352
1540,427,15,C552
109,110,15,D2163
804,1170,15,C5577
2401,10,15,S1608
1417,1717,15,G6954
1726,1991,15,C7212
1469,1481,15,C6897
130,2173,15,C126
1668,1741,15,C7361
1212,21,15,C6612
1406,2170,15,C7598
1912,1852,15,C7628
2055,470,15,K2084
1568,1383,16,G8298
950,255,16,G6308
826,1018,16,G1272
95,283,16,G2636
654,806,16,D1713
829,1025,16,C7310
246,253,16,D7712
692,667,16,G3294
351,1180,16,T171
2104,656,16,C7309
1423,2175,16,D7712
914,301,16,D6191
1493,1314,16,T171
63,699,16,D5601
1007,135,16,G1276
1235,1113,16,K7289
2158,1607,16,K890
213,1705,16,G6349
1310,49,16,D1671
1172,1857,16,C5658
81,1049,16,G1702
1535,302,16,D6155
953,2013,16,G9308
1523,128,16,G671
94,1235,16,K7289
88,91,16,G3288
1165,1236,16,D5303
577,635,16,G3147
2073,2158,16,K890
1580,1140,16,G1830
1133,416,16,G1830
70,1275,16,K474
715,1025,16,C7317
1082,628,16,G1276
1135,1404,16,D1702
868,37,16,G2636
514,1253,16,G178
904,1225,16,G3142
730,562,16,D1706
1168,905,16,G3142
466,1720,16,D1676
1720,306,16,D1676
1152,1861,16,G9363
121,457,16,G2551
613,96,16,C5576
191,94,16,K7289
1258,496,16,G185
1190,850,16,G341
706,93,16,D8514
1872,1405,16,C7110
588,1061,16,G1952
1117,1331,16,D3657
834,625,16,D1864
246,1491,16,D7670
849,1894,16,D3671
736,2163,16,G7818
98,496,16,G7499
356,2242,16,G7745
2011,612,16,G1380
1031,1040,16,K7232
121,1476,16,G151
1290,1442,16,D5522
48,50,16,G1248
1137,29,16,D1877
2000,1322,16,G6783
2020,936,16,G7500
228,1061,16,G1958
501,573,16,G3135
1231,1187,16,G7500
598,465,16,G1802
2251,2040,16,G3132
1102,1445,16,G2494
894,1877,16,D1785
1389,1956,16,G6294
1223,1684,16,G330
1656,654,16,D5336
982,110,16,G636
1370,757,16,G8792
443,742,16,C522
2243,1553,16,D629
1519,1398,16,K1526
14,136,16,G6272
1721,1740,16,K8267
857,29,16,D1801
1417,1740,16,K8266
1138,1159,16,G2686
822,521,16,C6563
2091,1926,16,G6948
810,2290,16,D3902
1957,1905,16,K7054
671,521,16,D8166
1304,1818,16,G1314
675,73,16,G701
1105,1288,16,G1422
2032,1802,16,G6996
375,2290,16,D3922
21,238,16,C6637
1255,865,16,G3005
2376,2375,16,K7098
1747,2412,16,C7487
2342,2354,16,C67
395,18,16,G953
218,918,16,G707
1984,1446,16,C6821
270,275,16,D7755
1896,1549,16,D6030
388,91,16,G1888
29,1530,16,G1761
1654,541,16,G3191
1408,265,16,C6440
209,1598,16,C7597
1266,1924,16,D3966
1279,1281,16,C7658
2151,2038,16,K1292
465,1049,16,G1855
33,1856,16,C7643
2141,1417,16,C6528
258,1985,16,C7593
1106,20,16,C6342
2003,1847,16,C878
758,2380,16,K7103
2220,1487,16,C7744
1400,1406,16,C7592
2298,49,16,G6976
949,6,16,G958
1246,1564,16,K496
89,2127,16,G3251
1033,1826,16,D1652
34,2283,16,D7961
28,610,16,G2938
1078,805,16,D5671
1293,1102,16,D1112
342,1469,16,C6859
1837,536,16,G6439
360,373,16,D121
1621,608,16,G3158
76,1534,16,D3272
1263,1632,16,G5694
917,1175,16,G8632
1327,1813,16,D2687
525,2370,16,K5120
1548,2289,16,G2712
1269,292,16,D2662
497,1287,16,K262
5,141,16,K601
1813,1562,16,D2703
1315,1004,16,G2143
2325,2335,16,D8885
25,632,16,D2302
588,11,16,G7434
137,1320,16,G2804
1573,384,16,D6581
91,90,16,G877
1065,2092,16,G2338
1859,539,16,G5865
350,868,16,G373
1027,100,16,K5181
1409,2079,16,K5204
1167,1556,16,C187
46,649,16,G7637
2140,2080,16,G2757
297,1087,16,G2217
740,1686,16,D7179
638,642,16,C159
350,263,16,G8092
53,84,16,G5373
1696,980,16,G2723
116,2031,16,D9482
415,1075,16,D2763
450,982,16,G7438
1857,1918,16,G8766
1246,2229,16,K8713
2250,678,16,D6312
901,716,16,D8744
881,2177,16,K386
788,724,16,C3368
697,2146,16,K48
588,2028,16,D636
2203,813,16,C45
232,992,17,D5602
33,1614,17,G828
1422,1552,17,D7859
1669,1711,17,T582
112,675,17,T331
1667,1268,17,C430
1309,1961,17,C6838
833,1518,17,G1398
1297,1496,17,G1578
118,416,17,G1578
1253,513,17,G7337
1444,507,17,K7158
566,595,17,G1774
1294,228,17,G1774
671,781,17,G2654
861,1033,17,G2654
49,48,17,G6930
213,793,17,D7150
950,965,17,D7306
417,965,17,D7305
950,1614,17,G1625
1348,1462,17,C1058
1264,1442,17,G8263
424,1534,17,D5758
1701,2050,17,G3128
398,2136,17,G2767
50,968,17,G171
1840,2072,17,G9769
2069,45,17,G1631
378,1944,17,T236
938,2286,17,K6221
88,89,17,D7895
109,232,17,G7071
188,1704,17,G7991
517,1577,17,D6296
1982,1973,17,Z8902
81,488,17,G1573
2139,1490,17,G2722
1703,527,17,C673
855,2196,17,D6443
821,822,17,C674
730,297,17,G1573
1036,699,17,D5522
441,1083,17,K715
88,1158,17,G7969
1950,2320,17,T175
17,543,17,C1315
1536,2294,17,Z9807
979,1096,17,D5770
1396,1425,17,C511
947,1396,17,C511
1039,20,17,C3410
108,1096,17,G1770
801,1180,17,G2774
641,760,17,K7189
233,63,17,G153
216,1573,17,D6441
1415,1457,17,G181
1021,1667,17,C3856
1885,505,17,D6252
2,141,17,Z601
1171,1035,17,K5174
2098,1143,17,K598
12,116,17,C3852
2385,1969,17,K7150
571,440,17,G2652
1969,2423,17,K7150
399,2004,17,G2688
930,612,17,G1684
265,648,17,G2892
497,2266,17,G2852
2124,776,17,D7885
973,468,17,C161
193,322,17,G1791
658,450,17,G2694
783,2277,17,G7972
925,2269,17,G1391
33,30,17,G696
671,1651,17,G2652
1117,517,17,G1612
1401,2336,17,C164
233,1476,17,G180
1998,2242,17,G2694
383,1746,17,G2846
1601,2196,17,D6541
1843,784,17,C385
1002,1674,17,D6541
1505,399,17,G2682
1188,1583,17,D6569
268,426,17,C6132
164,1389,17,G1712
1928,1272,17,D6054
28,560,17,C5802
1513,887,17,G7477
2142,1605,17,D6728
27,482,17,C5801
1112,1290,17,C3157
1377,563,17,D7761
2413,2085,17,K7054
621,1859,17,D7474
1460,568,17,D7718
759,666,17,C5832
180,2072,17,D7454
1774,1621,17,G2703
2414,599,17,C2947
528,2113,17,G1665
908,702,17,G824
2075,1335,17,Z105
2149,2232,17,G2808
159,426,17,C6070
1432,1352,17,D6609
814,426,17,C6058
1258,2113,17,G1666
492,1709,17,G6998
303,788,17,C3334
2007,823,17,G7192
1007,1749,17,G9413
373,1202,17,D7821
614,15,17,G177
14,975,17,C2301
185,2046,17,C252
1780,921,17,G3103
902,175,17,D7812
2023,1940,17,K716
726,1631,17,D5798
438,1026,17,D5794
222,1465,17,K727
1692,2153,17,K610
117,2071,17,K1101
1777,830,17,K570
825,1450,17,G6975
1170,803,17,C5574
2266,1507,17,G1702
860,757,17,G3467
925,1472,17,G2380
307,128,17,G1216
1319,2295,17,D3583
85,415,17,D3593
1122,1103,17,G6158
691,487,17,G6026
538,1807,17,G7692
514,2120,17,G1991
1548,843,17,G6236
557,1703,17,K1511
1133,392,17,G6276
1996,1665,17,G7746
545,1919,17,G626
524,1708,17,D1911
923,1772,17,G862
2359,2358,17,K2014
1182,2008,17,D9558
1716,2120,17,G7650
2319,1042,17,D2784
1373,860,17,G8506
1967,1215,17,K9669
2422,1752,17,K2061
65,64,17,G4860
1201,1474,17,K2083
1439,1920,17,G2277
285,923,17,G2207
1978,2169,17,K22
1629,345,17,G3650
1060,928,17,G2351
756,794,17,G3664
19,561,17,G8639
1805,1085,17,K974
808,1901,17,G2074
1257,1630,17,D3278
342,33,17,C7721
1265,941,17,C7416
2104,829,17,C7418
1464,55,17,K7321
1772,1527,17,G3154
2081,642,17,K1331
1211,656,17,C7410
1647,490,17,C994
840,1243,17,K550
786,1751,17,G2634
1576,1293,17,D1120
75,1718,17,D5303
115,961,17,G8286
385,361,17,C953
974,1921,17,K2095
1839,2305,17,C7632
1955,2305,17,C7651
1628,1075,17,C8210
2257,1438,17,K50
806,2042,17,D5372
349,47,17,G9320
902,895,17,D164
555,846,18,D7987
23,1821,18,G1036
552,891,18,G1350
601,1175,18,G8685
799,198,18,G1606
2152,500,18,G2707
1159,1330,18,G142
387,2248,18,K226
2271,936,18,G182
61,553,18,G1350
486,608,18,G2738
628,1304,18,G2084
842,928,18,G8395
1296,2022,18,G9770
1151,1095,18,G2084
1097,950,18,G100
59,1269,18,D9802
1575,1707,18,D9486
655,723,18,G2193
1182,1466,18,G8379
45,936,18,G9307
1696,2139,18,G2296
2147,1782,18,K534
904,1259,18,D9620
1140,1646,18,G2208
168,1199,18,G8147
51,52,18,D9854
270,1685,18,D8085
1289,47,18,G2195
1210,511,18,K554
996,72,18,G946
702,684,18,G1856
2285,1756,18,K1010
535,11,18,G1654
1510,1408,18,G8685
1650,1365,18,G2739
588,9,18,G8263
896,2310,18,K1010
649,552,18,G1636
794,182,18,G9926
2316,1091,18,G2163
391,660,18,G2632
513,1200,18,G2301
1538,19,18,G2213
1547,2091,18,G1064
1436,831,18,G2644
1893,2065,18,G852
1875,2067,18,D9677
1933,767,18,G2641
1534,1630,18,G2293
1294,63,18,G110
1157,1209,18,G864
308,774,18,D7892
269,626,18,G2126
807,1646,18,G2205
1466,1933,18,G8379
129,1749,18,G8924
716,1876,18,D8662
1802,1801,18,K1392
1495,1036,18,G1466
2317,1729,18,D8640
1568,1667,18,G2577
1278,667,18,G8773
658,377,18,G1468
768,1575,18,G8282
2238,1044,18,G1674
27,1764,18,G8969
16,519,18,G1228
1159,955,18,G2697
854,1410,18,D771
1993,1483,18,D855
35,1139,18,D8515
376,368,18,D8432
704,1588,18,D8514
1980,2128,18,K1506
1215,1470,18,K1504
572,2249,18,K589
256,253,18,D7711
1979,176,18,G1904
2056,1344,18,K1820
1023,1187,18,G2357
1363,1861,18,G1158
757,1323,18,G8692
69,1110,18,G2056
1242,854,18,G1663
1931,1257,18,G2040
1769,1977,18,K1803
29,1764,18,D1820
1049,273,18,D1904
1718,1919,18,D1907
420,1656,18,G626
610,1535,18,D1869
1044,1748,18,G7540
618,1592,18,K7808
1558,1016,18,D1781
1482,1373,18,D1781
343,1548,18,G6072
2174,1596,18,D2185
1023,910,18,G7566
522,2061,18,G6045
285,1138,18,G3286
565,2287,18,D2268
12,2213,18,G7772
33,2157,18,C7663
2049,2157,18,C7674
2157,1281,18,C7639
1236,75,18,D5363
1757,2383,18,K7247
77,1026,18,D5766
2021,1350,18,C7472
1042,1101,18,D1092
2076,1576,18,D1106
154,1970,18,D1078
1101,1576,18,D1074
1501,658,18,G647
1573,396,18,C876
2352,2322,18,C879
945,1449,18,C9218
1205,2168,18,C9362
2,1022,18,S101
853,1,18,S106
1874,2297,18,K8747
2309,750,18,K8747
1270,213,18,D3125
826,1680,18,G5281
413,675,18,G763
1084,1533,18,G7637
1182,1505,18,D3152
225,1727,18,D2411
1468,236,18,G7585
2119,236,18,G7577
474,461,18,S504
2283,916,18,T242
1276,77,18,C5026
869,2033,18,G7075
88,2189,18,G7942
2298,1809,18,D6093
947,2093,18,C502
1366,1203,18,T584
1996,2007,18,G7192
1500,2107,18,C6436
1939,1366,18,T584
1039,838,18,C6641
1111,238,18,C3436
812,803,18,C6086
1125,268,18,C6125
426,1170,18,C5569
613,804,18,C5578
203,129,18,T5687
804,820,18,C6173
2332,967,18,D6141
650,1731,18,G2928
723,1106,18,C6342
497,190,18,C244
1232,210,18,D6702
82,663,18,C162
1048,663,18,C161
1197,103,18,T9532
1710,1509,18,D7161
1431,896,18,K7118
1663,1517,18,C149
2422,2369,18,K7108
44,43,18,C7307
1487,2061,18,C6922
1125,814,18,C6063
1756,969,18,K7054
837,1645,18,K7066
925,1238,18,T26
634,722,18,Z4281
2192,2116,19,D2783
1528,2244,19,D2820
1638,1336,19,G9632
491,486,19,G1666
2031,1411,19,G1532
76,438,19,G1040
680,1830,19,G5367
38,458,19,G7182
74,2042,19,D2533
1174,1192,19,D2531
1078,1917,19,G7462
1192,273,19,D2529
381,1859,19,G5698
561,1328,19,G8682
24,721,19,G1676
2135,420,19,D2538
336,800,19,G1675
1917,657,19,G7462
1916,299,19,G7136
193,1036,19,G584
1577,800,19,G1680
1494,783,19,G572
11,116,19,C3796
968,826,19,G5557
83,290,19,D2671
1036,2125,19,G7449
413,397,19,G720
2324,2335,19,D2767
1634,961,19,G7211
793,617,19,G9603
70,366,19,D2780
176,2044,19,G7163
1212,20,19,C3430
315,2409,19,T4201
40,869,19,G7196
1176,2287,19,G1516
351,1156,19,T582
2267,1500,19,G1534
1348,1198,19,C1037
46,459,19,G7353
2271,743,19,G7645
1200,657,19,G7367
1853,1665,19,G1611
677,1415,19,G7649
11,12,19,G7360
2008,1357,19,D9558
1317,2396,19,K9517
2080,500,19,G2286
1331,1790,19,D3135
1997,1754,19,K9314
591,993,19,Z368
1674,904,19,D3147
752,526,19,D3147
359,747,19,D3265
46,1457,19,G7391
1853,2112,19,G7414
207,2054,19,D3233
124,1428,19,Z5002
618,2133,19,K2665
1974,1936,19,Z602
459,1695,19,G7382
1080,293,19,C2708
390,819,19,G2211
182,2163,19,G972
329,323,19,D3058
586,961,19,Z176
588,2119,19,G7272
1785,1569,19,D2922
932,1105,19,G1536
1908,1708,19,G2204
244,2207,19,Z277
160,368,19,D9677
1196,1352,19,G497
690,1489,19,D3126
2403,10,19,S1202
629,460,19,D9854
644,593,19,G978
321,1123,19,D9969
1717,521,19,D1615
314,1459,19,C658
88,1140,19,G896
614,16,19,G8901
136,16,19,G1293
1990,1514,19,G6956
816,1753,19,C6304
541,356,19,G1905
81,1778,19,G1909
255,257,19,G6562
1279,1852,19,C7664
1852,1934,19,C7646
108,2000,19,G6783
2089,1526,19,G6822
718,1832,19,C6986
1668,247,19,C7446
1350,1025,19,C7416
1020,2064,19,G9308
87,49,19,G9326
127,832,19,D1002
1994,883,19,C9846
342,32,19,C6862
1309,1469,19,C6824
1961,342,19,C6830
1986,1446,19,C6849
2305,1951,19,C7798
2240,2131,19,G6019
1987,828,19,K1902
518,1931,19,G1992
967,323,19,D2246
1262,1821,19,G6027
1150,1571,19,T329
1616,846,19,G714
1125,159,19,C6085
1030,168,19,G709
820,803,19,C6104
1482,757,19,G8687
429,1837,19,G6080
1109,20,19,C5658
879,1804,19,K1786
450,1895,19,D2112
278,1773,19,K1620
480,27,19,C5856
28,857,19,C5980
2324,1319,19,D2765
2381,1648,19,K7103
994,875,19,K7106
1280,1423,19,D7751
633,346,19,G8337
2269,1564,19,K8713
827,1437,19,K7065
507,549,19,K7160
2118,2223,19,K7156
1651,1250,19,G2652
265,212,19,G2865
1858,171,19,D3518
28,1869,19,G2831
2192,1422,19,D3389
1423,1460,19,D7718
2350,506,19,G2381
2333,2350,19,G2379
414,881,19,K386
152,2070,19,D3924
2174,1060,19,G3255
1213,706,19,D8520
464,731,19,K7711
937,47,19,G7792
770,961,19,G2616
984,2047,19,K5092
1017,1102,19,D6718
132,1859,19,D7452
2278,1311,19,K608
2370,2371,19,K5120
2264,61,20,G2769
2283,95,20,D130
160,597,20,D3966
771,1999,20,K527
1508,536,20,G6433
1548,491,20,G2766
288,2224,20,D1124
429,1122,20,G6433
856,1079,20,D3967
88,577,20,G1900
2201,2051,20,K7534
2094,1250,20,D1622
1007,136,20,G8918
1894,481,20,G3190
1118,2311,20,D162
1871,2039,20,D3956
1622,852,20,D3956
614,3,20,G8906
1701,544,20,G3186
964,1173,20,D135
873,874,20,G6402
2181,2260,20,D8107
496,1533,20,G3190
356,1527,20,G1902
1223,721,20,G1637
2154,1750,20,C471
1354,1788,20,K538
2,6,20,G913
1322,963,20,C9206
1199,114,20,G8183
626,942,20,G6485
1078,2238,20,G7432
113,1812,20,G1321
855,2341,20,C880
63,1904,20,G3152
28,1530,20,G1540
1152,308,20,G1324
2340,839,20,C880
1084,2096,20,G1882
818,2172,20,K1312
1130,1586,20,D5220
1867,1743,20,K1310
155,1455,20,C927
63,1467,20,G2784
2276,970,20,C232
454,619,20,D4038
193,2050,20,G7425
740,1509,20,D7313
210,1445,20,D1113
2328,2337,20,G8969
2205,49,20,G2630
52,901,20,D3924
217,591,20,K1572
1923,235,20,K5203
1191,1308,20,D3832
1908,1753,20,D1939
1029,789,20,K1566
809,1604,20,K1556
196,1935,20,D1870
342,1308,20,D3846
121,887,20,G2595
1048,495,20,C168
218,996,20,G8126
558,534,20,Z6206
858,1937,20,K835
682,1569,20,D2105
1190,878,20,G6168
1889,184,20,C1154
467,1665,20,G326
457,38,20,G325
2029,786,20,G2604
2135,1064,20,D1671
1705,1964,20,G6353
894,723,20,D1859
1000,1902,20,D7063
19,1106,20,C6313
2186,1784,20,K656
768,1932,20,C3798
2175,568,20,D7716
1688,677,20,G1734
62,1290,20,G7121
2300,1676,20,D6218
2365,2366,20,K5077
2163,463,20,G966
906,52,20,G1421
63,2113,20,G7477
2354,2339,20,C67
226,303,20,C6622
867,1450,20,G6956
1166,226,20,C6622
728,2312,20,C685
276,1310,20,D6075
1004,1288,20,G1398
158,2074,20,D7743
861,2094,20,C6504
1899,1830,20,G6968
14,135,20,G9413
1245,1250,20,D6097
1170,1125,20,C5558
2300,1270,20,C5261
2173,1524,20,T147
2140,398,20,G2693
1425,1339,20,C517
1413,947,20,C502
1355,1388,20,T254
1121,1276,20,C5026
1047,1537,20,C508
364,113,20,G2885
2277,89,20,G1710
538,925,20,G1461
28,516,20,C5824
1261,1762,20,K1080
1099,58,20,C603
1545,1673,20,C756
2156,2223,20,K7154
1741,325,20,C7476
274,2351,20,C373
1970,214,20,D6754
89,2232,20,G6671
882,1905,20,K7121
1025,43,20,C7352
77,1626,20,D5764
829,2021,20,C7431
279,2136,20,G2790
1684,1225,20,G3141
194,2288,20,K5115
142,580,20,K7232
1588,1038,20,D7921
399,1550,20,D5502
875,815,20,K554
1699,1539,20,K7093
1702,2235,20,K1066
2,1024,20,K1189
1293,2148,20,K574
1043,35,20,K7098
95,916,20,K7104
929,2062,20,K7106
1277,40,20,G7670
1512,239,20,D8471
867,1678,20,G5575
83,1591,20,D2670
1830,826,20,G5573
1679,826,20,G5572
2393,284,20,K9379
1557,2311,20,G3652
892,1464,20,K2062
1752,755,20,K2061
1760,680,20,G5588
434,1551,20,D2961
830,2416,20,K2386
570,1962,20,K381
1575,2206,20,G3288
286,1571,20,K2084
171,1922,20,G2261
2337,432,20,G4859
64,1831,20,G4860
1168,2348,20,K8756
842,2033,20,G8396
2067,1218,20,D3704
2301,778,20,K214
2115,1135,20,G2189
1800,2125,20,G7724
712,1591,20,D2723
29,759,21,C5834
704,444,21,K2052
854,514,21,G1418
1551,1308,21,G2858
521,1802,21,D2874
1928,1028,21,D6075
2112,992,21,G8341
1072,648,21,G3463
496,45,21,G7611
2091,1809,21,G6988
28,166,21,C6363
274,1155,21,D8732
2252,2191,21,G2256
40,193,21,G9511
1325,1019,21,D6170
458,2242,21,G7724
467,1070,21,G2389
950,843,21,G1012
1016,1789,21,D6159
1848,2097,21,G7929
1896,822,21,G6903
1733,2002,21,T144
841,1438,21,G766
930,23,21,G2364
12,2027,21,G7050
1392,1262,21,G1776
2032,671,21,D2872
2259,1429,21,C6907
1329,128,21,G351
750,632,21,D9969
1808,2221,21,D2958
1642,609,21,T8
963,1214,21,G3454
1075,1578,21,D3583
1433,1885,21,G2382
109,2036,21,G8345
35,2283,21,G947
918,592,21,G764
1264,1566,21,D2922
471,2302,21,K1109
240,691,21,G1028
21,303,21,C6615
1417,1547,21,G6956
1880,1918,21,C6306
128,1355,21,G3494
1252,570,21,K581
1411,768,21,D3090
395,17,21,G8001
399,1566,21,D2895
1005,1252,21,T40
1651,2141,21,C6578
812,1125,21,C6064
88,1082,21,G809
1826,2032,21,G6996
45,349,21,G7305
2123,1420,21,C243
617,451,21,D7313
280,1438,21,D6935
1221,2343,21,C244
3,1052,21,C2563
1655,2138,21,K1006
924,1652,21,C224
1123,750,21,D3233
1883,546,21,K5317
75,1184,21,K5317
4,5,21,C2714
1670,399,21,D9482
1687,1884,21,K996
417,935,21,D688
935,1727,21,D688
109,842,21,G2781
2152,1490,21,G2712
2188,402,21,K304
1401,1205,21,C186
138,1401,21,C186
484,451,21,D7141
495,468,21,C168
2121,1200,21,K942
2194,1888,21,K304
1088,785,21,K5184
2139,500,21,G2727
936,953,21,G7664
2106,1443,21,K5204
1786,1206,21,K328
501,572,21,D3363
1203,2193,21,D9694
2132,2356,21,C46
1836,2203,21,C45
940,2016,21,T328
553,1248,21,G1686
767,452,21,C418
363,1149,21,G1483
1881,124,21,C512
1047,2313,21,C512
1619,2078,21,T221
1604,518,21,T151
9,2213,21,G7076
42,214,21,D6753
1186,2077,21,T6613
578,1859,21,D7454
2213,11,21,G2790
463,6,21,G3674
1178,1305,21,T9532
2064,2020,21,G1674
1567,922,21,C3621
2395,2396,21,K9515
1285,1997,21,K654
1352,2063,21,D6611
1522,1388,21,K7701
334,2176,21,G7524
228,951,21,G25
75,327,21,K7821
1739,1241,21,K7726
66,67,21,D3944
1416,1006,21,C972
781,2091,21,G2090
1775,1812,21,G1328
704,2084,21,K7298
2303,937,21,G7586
1690,1553,21,D5226
269,1342,21,G6459
344,358,21,K546
1888,1448,21,G3222
2069,535,21,D382
20,561,21,G8766
992,2096,21,G3255
1603,1461,21,K1614
1161,242,21,K50
1504,1771,21,K50
1328,860,21,G8682
941,656,21,C7344
1929,147,21,C7441
147,1747,21,C7444
2226,1183,21,K7138
2124,90,21,G6651
16,1185,21,K286
2040,74,21,D2783
787,413,21,D7766
2184,430,21,D7867
832,208,21,S521
1399,777,21,K7118
2231,1763,21,K7108
2018,440,21,G2654
141,1329,21,G6739
2283,282,21,K7098
33,1570,21,C6961
469,1230,21,C802
11,951,21,G24
1951,1313,21,C7629
1820,469,21,C802
50,49,22,G6918
1363,1128,22,G3457
823,995,22,G7306
76,319,22,G1647
307,70,22,G6711
49,1271,22,G6925
2333,496,22,G7428
1289,45,22,G7492
240,602,22,G6033
1920,137,22,G2165
925,1065,22,G301
408,998,22,G8126
950,484,22,G2931
1888,1159,22,G260
8,1175,22,G8512
923,635,22,G1974
76,401,22,G3248
996,71,22,G8126
1767,23,22,G6121
492,1700,22,G5368
659,1258,22,G7484
7,8,22,G3209
39,887,22,G7410
230,1552,22,G695
2069,46,22,G7391
1933,1284,22,G8287
1748,753,22,G7432
241,15,22,G2572
1780,1654,22,G3252
1849,1328,22,G8774
374,2221,22,G539
783,188,22,G2680
833,906,22,G2981
1656,545,22,G626
1174,454,22,G622
71,1379,22,G8108
1036,530,22,G7774
781,1802,22,G2668
2232,1297,22,G1954
1926,2298,22,G5336
513,1807,22,G1984
518,1426,22,G2765
9,116,22,G8282
402,1138,22,G7766
1290,236,22,G7027
19,1323,22,G8619
1119,1117,22,G242
1650,1621,22,G2282
961,12,22,G7027
1084,98,22,G1889
917,860,22,G8620
299,1634,22,G7117
757,1175,22,G8671
588,1062,22,G9242
955,121,22,G171
961,1916,22,G7050
140,1209,22,G2096
1404,1880,22,G2826
765,390,22,G1704
928,658,22,G3158
757,1278,22,G2856
2149,2127,22,G7964
1297,541,22,G3101
934,213,22,G6358
1654,1496,22,G6678
880,129,22,G2656
822,1717,22,G232
345,149,22,G8183
1263,621,22,G5879
114,73,22,G8053
2269,1520,22,G2040
35,868,22,G768
1173,1606,22,G721
1374,319,22,G2294
824,452,22,C426
854,1806,22,C481
1098,2216,22,K8758
882,1116,22,K7232
439,580,22,K7231
36,439,22,K7231
60,1132,22,K161
318,1690,22,D5784
1720,808,22,D1611
295,551,22,T307
319,77,22,D5766
545,2042,22,D2536
245,1009,22,D2661
1254,977,22,C563
911,912,22,K292
888,1694,22,K287
1185,616,22,K286
2004,2227,22,T142
238,20,22,C3422
1166,788,22,C3418
50,2205,22,D1644
499,980,22,K728
2053,2208,22,K254
1693,2053,22,K254
1217,2241,22,D876
724,1111,22,C3392
2325,2344,22,D8942
1484,355,22,K7108
1882,746,22,C750
1417,671,22,C6502
1298,2128,22,K852
2329,2327,22,C879
385,362,22,K814
719,1659,22,K1232
2312,1069,22,C691
1077,1851,22,D3816
31,1134,22,C6701
862,1351,22,K8394
1810,1560,22,K2058
521,1587,22,D2926
191,36,22,K2052
640,1519,22,K2052
1344,1368,22,K1820
1692,433,22,K2095
127,1102,22,D1091
1307,1809,22,G1061
1605,210,22,D1104
1769,1266,22,T82
20,1877,22,C6271
655,1877,22,C6268
196,890,22,D2815
2281,2075,22,C967
426,820,22,C6119
8,2338,22,C61
447,1515,22,C9302
1099,57,22,C624
191,1088,22,K5174
1965,630,22,C1224
1021,1575,22,D2218
362,847,22,C726
805,321,22,D3169
1157,82,22,Z378
43,2412,22,C7424
1041,997,22,K5010
2424,2299,22,K1310
755,1763,22,K5111
529,2041,22,K4060
1626,76,22,D7014
958,2293,22,C7116
2419,1833,22,C162
274,2109,22,D8115
430,572,22,D7873
35,157,22,D7817
1147,1032,22,C171
2145,2255,22,D21
1280,256,22,D7717
2233,2126,22,K596
1152,1526,22,G1589
1797,203,22,T5687
2137,2306,22,T8010
14,134,22,C2303
1254,1617,22,C305
1617,2228,22,C319
427,1876,22,D8688
355,978,22,K383
2190,2150,22,K608
