Source,Target,Weight
广州南,双水镇,40
承德南,顺义西,40
宝应,大港南,40
燕郊,玉田县,40
郑州东,郏县,40
东安东,兴安北,40
土溪,蓬安,40
平泉北,辽宁朝阳,40
金普,营口东,40
潮汕,梅州西,40
哈尔滨西,呼兰,40
黄山北,上饶,40
建瓯西,上饶,40
曲靖,宣威,40
土贵乌拉,丰镇,40
石林西,开远南,40
麻城,新县,40
南宁东,贵港,40
中卫南,吴忠,40
白银南,福利区,40
昌图,铁岭,40
上海虹桥,临平南,40
日照西,莒南,40
固始,潢川,40
瓦房店西,海城西,40
长兴,南京南,40
赤峰,建平,40
上海,无锡,40
洛阳龙门,灵宝西,40
阜新,彰武,40
阳朔,钟山西,40
长治南,焦作,40
从江,三都县,40
桂林北,三江南,40
襄阳东,安陆西,40
公主岭南,铁岭西,40
巩义南,三门峡南,40
黄州,蕲春,40
拉林,平房,40
大同南,山阴,40
太姥山,温州南,40
郁南,肇庆东,40
南京南,肥东,40
蔡家崖,白文东,40
二龙山屯,龙镇,40
河东机场,中宁东,40
白奎堡,呼兰,40
呼和浩特,乌兰察布,40
大方,贵阳东,40
长宁,镇雄,40
隆昌北,成都东,40
襄垣东,晋城东,40
太原南,武乡,40
南杂木,抚顺北,40
华州,潼关,40
毕节,兴文,40
泉州,福清,40
东台,阜宁东,40
弋阳,衢州,40
吉首东,张家界西,40
绵阳,剑门关,40
蚌埠南,南京南,40
东营,博兴,40
樟树东,泰和,40
广州,东莞,40
峡江,南昌西,40
青岛机场,青岛,40
随州南,天河机场,40
高密北,淄博北,40
榆次,祁县,40
邵阳,娄底南,40
焉耆,马兰,40
胶州,平度西,41
甘洛南,喜德西,41
张家界西,龙山北,41
南宁东,来宾北,41
平顶山西,邓州东,41
建阳,建瓯,41
莱西,高密,41
赣州,信丰,41
山海关,抚宁,41
衡山西,郴州西,41
景德镇,乐平市,41
江山,鹰潭北,41
南阳,南召,41
义乌,江山,41
蒲江,成都南,41
成都东,邛崃,41
闽清北,南平市,41
芜湖,池州,41
柳州,宾阳,41
铜陵北,安庆,41
长春,德惠,41
西安北,彬州东,41
潜江,枝江北,41
福州,莆田,41
怀化,麻阳,41
六枝,安顺,41
衢州,诸暨,41
西安,渭南西,41
徐州,枣庄西,41
太原南,灵石东,41
大荔,闻喜西,41
长春,九台,41
广元,青莲,41
葫芦岛北,山海关,41
盘锦北,葫芦岛北,41
高邑西,安阳东,41
红安西,金寨,41
岳阳,汨罗,41
凯里,施秉,41
漳州,龙岩,41
漳浦,厦门,41
荆州,天门南,41
天津,静海,41
福州,宁德,41
连江,霞浦,41
锦州,沟帮子,41
普定,安顺,41
丹阳,高邮,41
桐梓北,珞璜南,41
达州,宣汉,41
佛山西,广宁,41
英吉沙,喀什,41
襄汾西,灵石东,41
繁昌西,安庆,41
汉中,广元,41
黄梅东,安庆,41
曲江,建水,41
龙南,信丰,41
清远,乐昌东,41
平度,青岛北,41
中宁,青铜峡,41
婺源,武夷山北,41
济南,禹城,41
雷州,湛江西,41
钦州东,南宁,41
永城北,兰考南,41
平山,尚志,41
威信,宜宾西,41
胜芳,保定东,41
轩岗,原平,41
百色,平果,41
迎春,虎林,41
一面坡,亚布力,41
许昌东,明港东,41
即墨北,青岛西,41
成都南,乐山,41
威海,烟台,41
新立屯,阜新南,41
诸暨,永康南,41
十堰东,襄阳东,41
怀仁东,大同,41
南充,广安南,41
海城西,沈阳北,41
石林,陆良,41
樟树,向塘,41
牡丹江,一面坡北,41
西柳,盘锦,41
钟祥,京山,41
海阳北,威海,41
涪陵,武隆,41
福利屯,新友谊,41
宝鸡,杨陵,41
广德南,杭州东,41
济南,淄博,42
南昌西,宜春,42
高台南,酒泉南,42
进贤南,上饶,42
山南,加查,42
三门峡,灵宝,42
杭州南,海宁,42
古北口,黑山寺,42
英德,源潭,42
呼和浩特东,萨拉齐,42
玉山南,抚州东,42
建宁县北,宁化,42
沈阳,台安,42
长临河,泾县,42
巫山,万州北,42
扎兰屯,碾子山,42
彰武,通辽,42
桂林北,全州南,42
芜湖,广德南,42
南昌西,庐山,42
浠水南,武汉,42
芜湖,巢湖,42
将乐,南丰,42
洋县西,鄠邑,42
杭州西,千岛湖,42
温州南,台州西,42
石家庄北,井陉,42
牡丹江,鸡西西,42
运城北,洪洞西,42
襄汾西,永济北,42
蓝村,莱西南,42
石家庄,晋州,42
曹子里,天津北,42
荔波,贵定县,42
盘州,安顺西,42
潮汕,汕尾,42
台州,温州南,42
前进镇,建三江,42
静海,沧州,42
富裕,拉哈,42
淮安东,江都,42
辽源,西丰,42
黄梅,九江,42
惠安堡,曲子,42
鹰潭,横峰,42
黎塘,贵港,42
江宁,湖州,42
永登,河口南,42
贵港,藤县,42
阿城,帽儿山,42
应城,京山,42
贵阳北,都匀东,42
长春西,开原西,42
郎溪南,杭州东,42
崇州,雅安,42
平昌,石梯,42
建宁县北,三明北,42
泰来,镇赉,42
曲靖,小新街,42
福安,福州南,42
平泉北,宁城,42
石家庄,定州,42
韶关东,始兴,42
成都东,眉山,42
东胜西,达拉特西,42
台安,锦州南,42
吉安,峡江,42
白洋淀,天津西,42
八面通,下城子,42
平原东,沧州西,42
东来,通辽,42
郑州,许昌,42
化念,墨江,42
通辽,舍伯吐,42
道州,双牌,42
长汀南,龙岩,42
于都,长汀南,42
白狼,五叉沟,42
锦界,榆林,42
清河,宣化北,42
南平市,德兴,42
漯河西,郑州,42
龙南东,河源东,42
合肥南,安庆西,42
永康南,衢州,42
西安,杨陵,42
滕州东,济南西,43
博罗北,深圳,43
进贤,南昌,43
滁州北,明光,43
青岛,高密北,43
襄阳,枣阳,43
大同,阳高,43
怀集,钟山西,43
阜阳,太和北,43
渠县,高兴,43
盐城大丰,张家港,43
柳河,三源浦,43
宁波,杭州南,43
商都,化德,43
曹妃甸东,唐山,43
德惠西,哈尔滨,43
西安北,佛坪,43
郑州,长葛,43
云阳,巴东,43
银川,红寺堡北,43
大石桥,鞍山,43
迤那,草海,43
寿县,合肥南,43
厦门,泉州,43
通辽,宝龙山,43
长春,扶余北,43
苍南,福安,43
葫芦岛,绥中,43
汾河,古交,43
哈尔滨,大庆东,43
大庆东,齐齐哈尔,43
青岛机场,临淄北,43
河口南,兰州,43
蜀河,白河县,43
昌邑,桃村北,43
淮安东,连云港,43
潼南,重庆北,43
建三江,富锦,43
商丘,徐州东,43
内江北,成都南,43
莱西,烟台,43
西乡,汉中,43
德州,禹城,43
正定机场,白沟,43
西宁,乐都,43
山丹马场,张掖西,43
盖州西,沈阳南,43
哈尔滨西,安达,43
呼和浩特,准格尔,43
定南南,博罗北,43
大港南,南京南,43
深圳东,东莞,43
杭州东,金华,43
丹徒,高邮北,43
美兰,万宁,43
金华,上饶,43
枣阳,孝感东,43
南昌西,弋阳,43
克一河,喀喇其,43
南平市,三明北,43
济南,泰山,43
桃山,庆安,43
贵阳北,大方,43
盐池,宁东,43
山海关,绥中,43
深圳坪山,陆丰,43
石家庄北,定州,43
德州,泊头,43
高邮,泗阳,43
铜仁,松桃,43
合肥,颍上北,43
北京西,涿州,43
月山,济源,43
当阳,宜昌东,43
中川机场,兰州,43
上海南,嘉善,43
辽中,凌海南,43
徐州东,泗阳,43
胜利镇,哈尔滨,43
庆城,甜水堡,43
潍坊北,青岛北,43
彰武,沈阳北,43
长寿北,石柱县,43
阿勒泰,北屯市,43
鹰潭北,南昌,43
通榆,洮南,43
菏泽,台前,43
佳木斯,太平镇,43
林东,查布嘎,43
三原,咸阳,43
丹东,本溪,43
龙游,诸暨,43
满洲里,嵯岗,44
泰和,于都,44
烟台南,即墨北,44
甘谷,陇西,44
汉口,仙桃西,44
沈阳北,四平东,44
德州东,天津南,44
杭州,诸暨,44
绥化,庆安,44
高安,萍乡北,44
常州北,上海,44
辽源,东丰,44
苏州北,南京南,44
安阳,卫辉,44
桂林北,恭城,44
石河子,奎屯,44
潍坊北,莱阳,44
甜水堡,河东机场,44
独山东,贵阳,44
长春,昌图西,44
青岛西,厉家寨,44
南京南,常州,44
合肥,巢湖,44
南陵,合肥南,44
徐州,淮北,44
杭州东,嘉兴,44
蒙山,日照西,44
济南东,潍坊北,44
梁平南,复盛,44
宣城,德清,44
郑州东,平顶山西,44
枣阳,随州,44
溆浦,辰溪,44
抚州,建宁县北,44
鲘门,潮阳,44
武昌,咸宁,44
毕节,贵阳东,44
平遥古城,临汾西,44
曲靖北,普安县,44
北京,蓟州,44
明水河,五叉沟,44
温州南,缙云西,44
通州西,怀柔,44
涿州东,正定机场,44
新民,大虎山,44
商丘,兰考,44
杭州东,金华南,44
沈阳,彰武,44
兰州西,海东,44
秦皇岛,唐山西,44
忻州,阳曲,44
怀化南,隆回,44
烟台,蓬莱市,44
阜阳西,商丘,44
三亚,博鳌,44
吕梁,文水,44
青岛西,岚山西,44
和平北,惠州北,44
胜利镇,达连河,44
砀山,徐州,44
宝坻,北京,44
七台河,勃利,44
运城,永济,44
信阳,广水,44
怀柔北,顺义,44
东莞南,龙川西,44
南昌,新干东,44
双水镇,阳江,44
喀左,阜新,44
郑州航空港,周口东,44
海石湾,平安驿,44
恩平,马踏,44
淮北,宿州,44
兰州,秦王川,44
玉门,嘉峪关南,44
保定,涿州,44
南京南,湖州,45
沈阳,铁岭,45
柳州,永福南,45
石家庄,白洋淀,45
唐河,桐柏,45
沧州西,济南西,45
冠豸山南,漳平西,45
巍山,云县,45
烟台,桃村,45
霍州,灵石,45
宝应,泰州,45
阳泉北,太原南,45
桂林北,鹿寨北,45
桂林西,恭城,45
河津,韩城,45
衡阳,耒阳,45
重庆北,武胜,45
麻城北,六安,45
观音机场,淮安东,45
怀化,辰溪,45
赶水东,遵义,45
邵阳西,邵东,45
上海虹桥,杭州东,45
双城北,长春西,45
阳西,开平南,45
大石寨,乌兰浩特,45
福州,建瓯西,45
锦州,义县,45
遵义,贵阳北,45
广水,孝感,45
大余,始兴,45
六盘水,安顺西,45
天镇,柴沟堡,45
歙县北,无为,45
菏泽,梁山,45
西安北,宝鸡南,45
汨罗东,咸宁北,45
樟树东,向塘,45
庆阳,乾县,45
白河东,旬阳,45
营口东,沈阳,45
定边,靖边,45
永安南,龙岩,45
福鼎,罗源,45
九三,讷河,45
神木西,榆林,45
青州市,高密,45
榆林,绥德,45
方正,宾西北,45
邵阳北,长沙南,45
金城江,南丹,45
井冈山,炎陵,45
佳木斯,桦南东,45
松桃,秀山,45
进贤,鹰潭,45
李家,北安,45
乌伊岭,新青,45
武昌,天门南,45
罗山,潢川,45
尖峰,三亚,45
南昌,丰城,45
晋中,霍州东,45
嵯岗,完工,45
冠豸山,龙岩,45
德昌西,盐边,45
广州南,香港西九龙,45
湖口,景德镇北,45
大余,赣州,45
高邮,灌南,45
杭州南,千岛湖,45
成都东,青莲,45
政和,屏南,45
佛山西,南江口,46
金城江,宜州,46
万州北,长寿湖,46
天水,甘谷,46
高碑店东,石家庄,46
大理,南华,46
威海,莱阳,46
连云港,阜宁东,46
佳木斯,高楞,46
尚志南,哈尔滨,46
郑州东,邯郸东,46
高密,莱阳,46
寒葱沟,前锋,46
古浪,天祝,46
南阳东,长葛北,46
乐山,成都东,46
赣州西,吉安西,46
普宁,惠东南,46
郑州东,驻马店西,46
大兴,齐齐哈尔,46
赣州,兴国,46
隆昌北,重庆北,46
郴州,坪石,46
上海虹桥,常熟,46
綦江东,娄山关南,46
郴州西,英德西,46
连云港,徐州东,46
宁波,杭州东,46
巩义,关林,46
宣化,沙城,46
牡丹江,尚志南,46
焦作,长治东,46
莆田,厦门北,46
渭南北,运城北,46
康金井,哈尔滨东,46
萨拉齐,包头,46
章丘,昌乐,46
滁州,宿州东,46
共青城,阳新,46
惠阳,葵潭,46
攀枝花南,元谋西,46
烟台南,平度,46
西昌西,越西,46
广州东,东莞南,46
石人城,绥化,46
承德县北,辽宁朝阳,46
万源,紫阳,46
黎塘,来宾,46
皮山,叶城,46
敦煌,瓜州,46
武穴,浠水,46
太谷东,长治东,46
冕宁,甘洛南,46
安阳东,石家庄,46
长沙,汨罗,46
德惠,五棵树,46
新会,阳东,46
原平西,太原南,46
贵溪,万年,46
三门县,乐清,46
张维屯,绥化,46
宁波,临海,46
加格达奇,小扬气,46
灌云,高邮北,46
武乡,高平东,46
盐城,泗阳,46
新乡,郑州,46
鹤岗,佳木斯,46
青岛,高密,46
富锦,新友谊,46
哈尔滨,阿城,46
大方,兴文,46
阳东,江门,46
郑州东,西华,46
兴城西,秦皇岛,46
西安,陈庄,46
成都东,大英东,46
建瓯,延平东,46
武夷山,建阳,46
大板,林西,46
潮汕,漳州,46
隆昌北,成都南,46
承德南,建平,46
常熟,海安,46
张掖西,清水北,46
遂宁,合川,46
聊城,梁山,46
西安,蒲城东,46
眉山东,屏山,46
洛阳,义马,46
宿州,蚌埠,46
新化南,湘潭北,46
贵定北,三穗,47
敖汉,奈曼,47
太谷,介休,47
乌鲁木齐南,吐鲁番北,47
合肥南,凤台南,47
杭州,嘉兴,47
白城,乌兰浩特,47
耒阳西,韶关,47
太原,文水,47
双辽,八面城,47
梅州,兴宁,47
重庆北,内江北,47
阜新,沈阳北,47
贵阳东,遵义,47
普者黑,富宁,47
大同,应县,47
鞍山西,瓦房店西,47
从江,都匀东,47
铜陵,合肥南,47
酉阳,黔江,47
石家庄,邢台,47
孟塬,渭南,47
确山,信阳,47
兰州西,白银南,47
昆明,曲靖北,47
通化县,五女山,47
南阳,邓州,47
银川,惠安堡,47
大连北,盖州西,47
大杨树,讷尔克气,47
沈阳,阜新,47
石林西,普者黑,47
喀喇其,伊图里河,47
熊岳城,瓦房店,47
襄阳东,兴山,47
镇平,西峡,47
安庆,芜湖南,47
洛川东,蒲城东,47
六枝南,贵阳北,47
义乌,丽水,47
桃村北,青岛北,47
原平西,应县,47
庄河北,金州,47
呼兰,兴隆镇,47
阎良,铜川东,47
下花园北,北京北,47
临汾,侯马,47
北京朝阳,安匠,47
宜城,荆门,47
大安,到保,47
背荫河,平房,47
达州,营山,47
北安,二龙山屯,47
乌兰察布,张家口,47
信阳,驻马店,47
高平,晋城,47
四平东,沈阳,47
张家口,清河,47
唐山,山海关,47
平阳,福安,47
厦门北,诏安,47
扬州东,涟水,47
汉口,孝感,47
海城,盖州,47
天水南,定西北,47
榕江,贵定县,47
化州,廉江,47
长沙,湘潭,47
深圳北,汕尾,47
潼南,重庆西,47
梧州南,贵港,48
南京南,合肥南,48
牛家,香坊,48
南阳,内乡,48
泰州,南通西,48
西昌西,米易东,48
盘锦北,兴城西,48
城固北,鄠邑,48
鄂州,武昌,48
白音察干,集宁南,48
安口窑,平凉,48
贵阳北,毕节,48
普安县,贵安,48
南岔,浩良河,48
奉节,神农架,48
息县,信阳,48
大虎山,新立屯,48
西安,阎良,48
衡阳东,邵东,48
永泰,三明北,48
玉溪,昆明,48
路口铺,赤壁,48
河源东,深圳北,48
西双版纳,勐腊,48
潍坊,城阳,48
扬州东,南京,48
漳平西,三明北,48
济南东,青州市,48
定远,徐州东,48
惠州,河源,48
昆明,广通北,48
枣庄西,邹城,48
朱砂古镇,凯里南,48
清涧县,延安,48
南京,扬州,48
南昌,峡江,48
海城西,金普,48
山阴,忻州西,48
开原西,长春,48
九江,黄石北,48
禄丰南,元谋西,48
洋县西,西安西,48
大石寨,索伦,48
大明湖,淄博,48
广州北,乐昌东,48
随州南,汉口,48
百色,隆安东,48
武胜,重庆西,48
镇雄,宜宾西,48
南充,大英东,48
内江北,泸州,48
鹰潭北,衢州,48
金华南,杭州南,48
枣庄西,兖州,48
葫芦岛北,盘锦,48
兰州西,通渭,48
广元,阆中,48
合肥南,潜山,48
郑州东,商丘,49
梧州南,肇庆东,49
唐山,曹妃甸港,49
舒城,合肥,49
唐山,滦县,49
上海南,嘉兴,49
汉口,信阳东,49
长沙南,耒阳西,49
唐山,迁安,49
德州,衡水,49
滕州东,济南,49
商丘,亳州,49
武汉,岳阳东,49
清原,南杂木,49
光山,淮滨,49
广元,绵阳,49
南京,无锡,49
富源北,昆明南,49
吉水西,南昌西,49
乐山,长宁,49
龙市,茶陵南,49
衡阳,祁东,49
河东里,东风南,49
和平北,仲恺,49
北票,平泉北,49
哈尔滨西,大庆东,49
哈尔滨,大庆西,49
杭州东,千岛湖,49
准格尔,东胜东,49
台州,绍兴北,49
西安北,三门峡南,49
兖州,泰山,49
崖州,东方,49
邢台东,新乡东,49
凤州,秦岭,49
南充,土溪,49
金州,瓦房店,49
德令哈,乌兰,49
桂平,来宾北,49
贵港,南宁,49
涪陵北,黄水,49
丰城东,万安县,49
密山,东海,49
全州南,桂林,49
扬州东,阜宁南,49
晋州,衡水,49
渭源,哈达铺,49
仙桃,武昌,49
德安,大冶北,49
泾县,合肥南,49
清原,山城镇,49
唐山,塘沽,49
抚远,寒葱沟,49
海拉尔,大雁,49
信阳东,许昌东,49
砀山南,开封北,49
虢镇,武功,49
青水山,讷河,49
镇安,引镇,49
营口东,沈阳北,49
德阳,青川,49
株洲,衡山,50
合肥南,蚌埠南,50
建水,蒙自,50
完工,海拉尔,50
阿里河,加格达奇,50
霞浦,温州南,50
渑池南,郑州东,50
樟树,进贤,50
贵阳北,三都县,50
仙桃西,枝江北,50
长寿北,万州北,50
连江,支提山,50
祥云,广通北,50
阳泉,娘子关,50
阳朔,贺州,50
漯河,周口,50
赤壁北,长沙南,50
两家,白城,50
宁德,苍南,50
芜湖南,湖州,50
枣庄,济南西,50
库都尔,岩山,50
潍坊北,青岛西,50
富源北,关岭,50
乐昌东,衡阳东,50
嘉峪关南,高台南,50
淮北,涡阳,50
潮汕,鲘门,50
银川,青铜峡,50
杭州东,宣城,50
蚌埠南,枣庄,50
西安北,永济北,50
曲阜东,宿州东,50
防城港北,南宁东,50
泰和,兴国,50
重庆西,桐梓北,50
三河县,北京,50
怀柔南,平泉北,50
辽宁朝阳,黑山北,50
横道河子,亚布力,50
玉林,贵港,50
扬州东,无锡,50
渑池南,渭南北,50
株洲,湘乡,50
义乌,玉山南,50
常德,张家界西,50
昆玉,皮山,50
蔡家沟,德惠,50
南阳,唐河,50
德州,沧州,50
淮南,颍上,50
阜宁南,睢宁,50
天津西,青县,50
金华南,青田,50
珠琳,弥勒,50
张家港,盐城,50
武夷山北,三明北,50
泰州,东台,50
东乡,丰城,50
济南西,济宁北,50
呼和浩特东,兴和北,50
衡水,清河城,50
玉田南,秦皇岛,50
博克图,喇嘛山,50
瑞昌西,南昌西,50
锦州,兴城,50
鲅鱼圈,沈阳南,50
乌海,巴彦高勒,50
庄河北,丹东,50
依兰,胜利镇,50
北京丰台,高碑店,50
河源东,深圳,50
夏格庄,烟台,50
临邑,德州,50
郑州东,周口东,51
北京南,沧州西,51
阳泉北,太原,51
滦县,秦皇岛,51
广州南,韶关,51
凯里,福泉,51
承德南,北京朝阳,51
吉安,新干,51
淄博北,德州东,51
辽中,锦州南,51
南京南,合肥,51
汉口,潜江,51
连云港,新沂,51
郓城,聊城,51
太谷西,洪洞西,51
临澧,汉寿南,51
柞水,引镇,51
临汾,霍州,51
三门峡,渑池,51
清河城,聊城,51
深州,任丘,51
毕节,长宁,51
怀化南,娄底南,51
焦作,新乡,51
鸡西,西麻山,51
威海,莱西,51
涿州东,石家庄,51
神树,朗乡,51
桐梓东,珞璜南,51
贺州,广宁,51
来宾,柳州,51
北京丰台,定州东,51
邵东,娄底,51
扎兰屯,巴林,51
泰安,徐州东,51
阜阳,涡阳,51
银浪,新华屯,51
王岗,哈尔滨东,51
伊春,西林,51
厦门,云霄,51
墨江,峨山,51
彭山,沙湾南,51
山海关,唐山西,51
北京西,高碑店,51
北安,克山,51
海口,白马井,51
赣州西,吉水西,51
鄱阳北,九江,51
秦安,榆中,51
呼和浩特,包头东,51
东方,三亚,51
襄汾西,平遥古城,51
太原南,霍州东,51
杭州东,溧水,51
南召,宝丰,51
织金,普定,51
赣州西,龙川西,51
通辽,门达,51
泾川,平凉南,51
江油,成都东,51
深圳坪山,葵潭,51
成都东,永川东,51
惠州北,定南南,51
盖州西,沈阳,51
青岛西,莒南北,51
汝州,鲁山,51
龙里北,榕江,51
萍乡,株洲,51
衡阳东,永州,51
乐清东,宁海,51
双辽,保康,51
石家庄北,辛集,51
玉山,衢州,51
本溪,苏家屯,52
野三关,恩施,52
谷城,襄阳,52
铁岭西,长春西,52
惠安堡,庆城,52
新乡,汤阴,52
荆州,汉川,52
榆次,平遥,52
南宁,来宾北,52
兰州西,海东西,52
玉门,瓜州,52
华山北,洛阳龙门,52
尤溪,莆田,52
哈尔滨西,尚志南,52
定西,陇西,52
吕梁,交城,52
原平,山阴,52
阳江,江门,52
修文县,桐梓东,52
大港南,淮安东,52
新化南,长沙南,52
潍坊,即墨北,52
临清,衡水,52
佳木斯,香兰,52
凯里南,芷江,52
抚州,南昌,52
临沧,小湾东,52
天津西,德州东,52
温州,青田,52
晋城东,郑州,52
成都东,荣昌北,52
青岛西,莱西,52
濮阳东,郑州东,52
永康南,温州南,52
宣城,杭州西,52
从江,桂林西,52
安阳,新乡,52
鲅鱼圈,大连,52
海口东,白马井,52
太谷东,长治南,52
商南,西峡,52
平庄,平泉北,52
高邑西,鹤壁东,52
承德南,辽宁朝阳,52
河源东,信丰西,52
连珠山,鸡东,52
上海虹桥,张家港,52
上海,常熟,52
富裕,依安,52
永仁,广通北,52
齐齐哈尔,江桥,52
平邑,临沂,52
龙川,河源,52
郑州航空港,方城,52
枣强,临清,52
察素齐,呼和浩特东,52
道州,零陵,52
红彦,嫩江,52
阜南,潢川,52
大兴,泰来,52
瓦房店西,盘锦,52
大同南,张家口,52
南昌西,南城,52
绍兴,诸暨,52
郑州,兰考,52
炎陵,安仁,52
饶平,厦门北,52
引镇,渭南,52
北京丰台,霸州西,53
吉安西,南昌西,53
乌鲁木齐,吐鲁番北,53
丹东,凤凰城,53
大连北,营口东,53
济宁东,济南西,53
孝感东,襄阳东,53
桐梓北,息烽,53
天津西,沧州,53
亳州,阜阳,53
广州,源潭,53
泰宁,抚州,53
邯郸,广平,53
合肥南,安庆,53
临潼,华山,53
保定,霸州西,53
阿瓦提,阿拉尔,53
墨江,普洱,53
重庆北,丰都,53
兴宁,龙川,53
干塘,景泰,53
秦皇岛,葫芦岛北,53
滨海西,秦皇岛,53
固安,任丘,53
海城,盘锦,53
东方,银滩,53
海拉尔,扎罗木得,53
辽阳,瓦房店西,53
长治,高平,53
郴州,耒阳,53
杭州,上海虹桥,53
南通,泰州,53
赣州,瑞金,53
汉口,随县,53
张家川,安口窑,53
石家庄,鹤壁东,53
资阳北,重庆西,53
重庆北,梁平南,53
大林,双辽,53
巩义,郑州,53
丰城,新余,53
太湖,黄梅,53
淮安东,扬州,53
漠河,阿木尔,53
定州东,北京西,53
甘河,克一河,53
泗阳,扬州东,53
乐山北,成都南,53
长沙南,新余北,53
中宁东,银川,53
宣城,宁国,53
临泽南,酒泉南,53
广州南,云浮东,53
唐山北,三河县,53
北京,廊坊北,53
武乡,晋城东,53
吕梁,绥德,53
天津,芦台,53
阳泉北,石家庄北,54
吴忠,环县,54
万源,宣汉,54
哈尔滨西,长春西,54
长发屯,桦南,54
瑞安,福安,54
惠东南,潮阳,54
宁波,台州西,54
洛阳,渑池,54
菏泽,嘉祥,54
九江,南昌,54
保康,通榆,54
青岛北,青州市北,54
宜宾西,眉山东,54
宁县,西安北,54
保定东,天津西,54
吉林,敦化,54
普宁,惠阳,54
尤溪,福州,54
商丘南,定陶,54
韶关东,英德,54
龙岩,瑞金,54
永城北,开封北,54
玉溪,建水,54
沈阳北,公主岭南,54
乌奴耳,博克图,54
镇江南,上海虹桥,54
云阳,兴山,54
台安,葫芦岛北,54
武昌,孝感,54
成都东,大足南,54
扬州东,南京南,54
甘洛南,峨眉,54
鹰潭北,龙游,54
吴桥,沧州,54
哈尔滨东,石人城,54
扬州东,建湖,54
明港东,武汉,54
南宁,田东北,54
烟台,即墨北,54
陆川,河唇,54
杭州,绍兴,54
舍伯吐,扎鲁特,54
珠斯花,西哲里木,54
庐山,安庆,54
简阳南,沙坪坝,54
巴东,万州北,54
安庆,芜湖,54
云梦,随州,54
大通西,山丹马场,54
文登,乳山,54
日照西,红岛,54
章丘,潍坊,54
福州南,霞浦,54
丰都,利川,54
侯马西,介休东,54
徐闻,雷州,54
渭南北,闻喜西,54
桐庐,黄山北,54
鹰潭,上饶,54
宜昌东,野三关,55
萍乡北,南昌西,55
盘锦北,沈阳北,55
颍上北,合肥南,55
沈阳,抚顺北,55
轮台,库车,55
南宁东,桂平,55
遵义,綦江东,55
锦州南,山海关,55
郴州西,株洲西,55
秦岭,宝鸡,55
长治东,晋中,55
合川,大英东,55
昆山南,南京南,55
沈阳,鞍山,55
汉中,鄠邑,55
天津北,宝坻北,55
龙游,杭州东,55
西安西,城固北,55
青岛北,潍坊,55
邵东,洞口,55
麻阳,吉首,55
新民北,辽宁朝阳,55
大连,普兰店,55
东戴河,锦州南,55
柳州,贵港,55
庆阳,甜水堡,55
横道河子,海林,55
合肥,阜阳西,55
南京南,无锡,55
淮安东,海安,55
红安西,六安,55
石梯,达州,55
青岛西,青岛,55
杨柳青,廊坊北,55
宁城,承德南,55
德州,晏城,55
阜阳,霍邱,55
太湖,怀宁,55
峨边南,眉山,55
尚志,亚布力,55
德令哈,柯柯,55
十堰,白河东,56
东莞东,广州东,56
嘉兴,杭州南,56
绥化,绥棱,56
娄底,冷水江东,56
三水南,怀集,56
上饶,南昌西,56
承德县北,北票,56
兰州,皋兰,56
商丘南,菏泽,56
宝坻,秦皇岛,56
西安北,洋县西,56
徐州,邳州东,56
天津,曹子里,56
北京北,张家口,56
肇东,大庆,56
成都东,遂宁,56
济南西,衡水北,56
徐州东,济南西,56
济南,青州市,56
桃村,乳山,56
四平,铁岭,56
白城,大安,56
蓝村,平度西,56
青岛,潍坊北,56
包头东,呼和浩特东,56
桑植,来凤,56
潼关,渭南,56
南阳东,郑州航空港,56
申家店,桦南,56
沈阳,新民,56
邯郸,临城,56
衡水,任丘,56
深圳北,陆丰,56
牡丹江,七台河西,56
仙桃西,武昌,56
民权北,徐州东,56
大荔,襄汾西,56
厦门北,龙岩,56
兖州,平邑,56
上海,张家港,56
托克托东,东胜东,56
珠海,广州南,56
大石桥,盘锦,56
福州,南平市,56
灌南,扬州东,56
青岛北,烟台南,56
富县东,蒲城东,56
扬州,全椒,56
青岛机场,日照西,56
龙南东,惠州北,56
海安,扬州,56
徐州东,淮安东,56
上海南,昆山,56
宜昌东,潜江,56
太谷西,临汾西,56
北海,南宁东,57
通化,三源浦,57
三明,南平市,57
长春,双阳,57
哈达铺,陇南,57
郴州西,清远,57
宾阳,藤县,57
璧山,成都东,57
西丰,开原,57
德州东,廊坊,57
霍林郭勒,西哲里木,57
东莞,广州北,57
吐列毛杜,白音胡硕,57
阿克苏,阿瓦提,57
北京,玉田南,57
驻马店西,郑州,57
富锦,红兴隆,57
蚌埠南,滕州东,57
福鼎,连江,57
大理,楚雄,57
德阳,成都西,57
赣州西,河源北,57
纳雍,织金,57
北安,通北,57
晏城,聊城,57
天津南,济南西,57
贵阳东,娄山关南,57
济南,枣庄,57
荔波,贵阳,57
雅安,成都西,57
沧州西,济南东,57
化州,文地,57
温州南,三门县,57
长沙,益阳,57
夏格庄,威海,57
宿迁,盐城,57
朗县,米林,57
泰州,淮安东,57
郁南,佛山西,57
蓝村,莱阳,57
邓州,襄阳,57
衢州,杭州南,57
德昌西,攀枝花南,57
义乌,上饶,57
灵宝,潼关,57
绍兴北,温岭,57
化念,昆明南,57
哈拉海,长春,57
图们北,延吉,57
防城港北,南宁,57
鹤壁,邯郸,57
襄阳东,巴东,57
芜湖,湖州,57
通州西,怀柔北,57
昆明,楚雄,58
江华,贺州,58
宜宾西,彭山北,58
山阴,阳曲西,58
酒泉,金塔,58
